expanded_rl_record_id,anon_instance_id,category,selected_for_expanded_rl,selection_origin,sampling_pool,current_raw_passrate,current_valid_passrate,n_observed,n_valid,n_pass,infra_failure_rows
ERL-4D2D095FF5660459,TRN-EFE7A5CE0260DEE9,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B3C03C2E5449FAF9,TRN-73E30CA3EA506D6A,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-A6C329D8BBE5BF6F,TRN-EBEBFABB279A8142,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-72EC19876564D61D,TRN-529BD319C6AB702F,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-9B8F7622B09A25BE,TRN-E6FD856D1EFDD736,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-49928D492D60ABCA,TRN-1875C07E211E32AF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-11A4ED9ED27D19E4,TRN-49A6A7C85BED30BF,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F4777C32D3367866,TRN-225F84879E74B746,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BDCB9F01478A83A9,TRN-B67DBE6BCF1005FC,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-BA8F9095A7813FD8,TRN-088E89A8F4A56323,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-393FD676AA6C9895,TRN-9909C4029D552886,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-906E54CBC10E186F,TRN-4131A695CFF4697F,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6C199EF7F5F29218,TRN-05094B0D1C1F79E7,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-BDF0CE90CF3ED180,TRN-0DE1262AB9BA4BE7,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-BD051C9B21472501,TRN-AC3E019D18C2035F,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4C4273AB37D820BD,TRN-BC98A68D40312279,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0AF884B79FAEF30D,TRN-F8391434D997078F,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F3FC6BBF189B83EB,TRN-00800BAEE88B06B2,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3297EAEDC94DEE53,TRN-3EC8DD94CB72AA89,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4DD727CB1D974897,TRN-EF7FA47732E4AFBD,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6B216053C817C4FD,TRN-8F593D01B84F0902,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5E55D6C93BC7309B,TRN-2A03E1CD11615F2D,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-47A17B39EE825238,TRN-81AAD6972EF0AF5F,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F61E5C594EC76DAE,TRN-391E81CD51BBBE12,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-831E09DD616E26E7,TRN-7AEACB89647C8809,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F6BEA9EEA7DDF15D,TRN-5559CDE0028BC23C,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-DBC86CB290D8D8B5,TRN-9C60ACBFB7A960F5,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-11ADC74FD15E206B,TRN-6F2C65855A13FBF2,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-5DCEF32573D93F0E,TRN-E491890534486ED4,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D92467C16D208CCF,TRN-BB3F69D34123AF41,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-FB77C95C1DE89B6B,TRN-EC0C58C395DF4970,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-38661D593EE0C445,TRN-CD5CD72E0C4E54F9,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-8174547D78EF659F,TRN-2629B62C244D6FB5,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4F7B3FC78BDD2435,TRN-BB6798FEE54BD2E9,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6B70344EA845C23E,TRN-F1F86DA2F4561C7F,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-EBAF6AEE8A35CC8F,TRN-E33CEE4C9B5D03E8,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0109354BFF8CB0B1,TRN-195EAA5B78BD0BD7,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8C55C69AE81D1361,TRN-852B0BD813B1CA48,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6945E1EAC4D4D176,TRN-76FD977C9F2A8781,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-2A2C69900075DFAB,TRN-BFB395706EEE3CAF,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-7C9659B91E4B33BA,TRN-330B18F9F4FD9868,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6084C56E98871D32,TRN-F8B02CD09219C391,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-FA77A8FE88800EF9,TRN-4FC474A5C59E5273,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-FF72C9292665383F,TRN-B154E86EF58F841F,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6BCFECD3C363F9E5,TRN-54B353554B52C2F1,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-511719FD4B71B28D,TRN-9413A3658230C258,B,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
ERL-95A04B97D2E8E108,TRN-FFBD1FB01525CB4D,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7E042BF4E9F19217,TRN-1B00DF1DC6E577D8,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6D15FA336B7BBC3F,TRN-7FFAD27F3C141639,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E4FC6EE32F316414,TRN-222C70E711B8C061,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-25485DA472242BC8,TRN-4CBF62C2794CEA00,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-917FC9D2B97A90CC,TRN-9DF2C38C6D0BF027,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-069225A9141D11B4,TRN-27BBA37CC608A665,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F06817002F89331D,TRN-74B36ECA02DCD888,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9CF019F5F8960CBC,TRN-85382D4625AFF779,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D13083E821DE375C,TRN-BA254DD340CC88B3,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-DA4CD28FF8E67368,TRN-CB04A27A0E6A4A54,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C87B414B4139B9C6,TRN-409152C69F48AC8B,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EF8230F9FC55F902,TRN-06BFA483A2457002,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-2AD5735900D70FE5,TRN-4773EEC432B4687C,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-07FBA115AAB4E05C,TRN-DECF8EB42319431E,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-FF2AADCB03EA055E,TRN-F8B4302DA3947DE8,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F6D0316EC9161197,TRN-B009D35F358466BF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-86CDC452313A0CD9,TRN-13B082CF1A2565F9,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-88DEB05A5084D32D,TRN-E3E62973CC004D4F,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-E10CF4D1959E44F0,TRN-FCAE87006B64CBF5,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-695E3EC47E8EC439,TRN-ABCF843E60B06ABF,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-45D024F34E80F359,TRN-ACAC63E0AA8E3C76,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-1FC05494CBDE2D97,TRN-ABB08771E5191F1B,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-18EDD59F1517BA68,TRN-873407744AD77CE4,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B27A607B6E2AC9AE,TRN-42B4B187E5BE19BA,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-98B1F1CFCDB37B2F,TRN-016EE6F5D42B9F73,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EE27293DFE05DEC2,TRN-63E8E0866B1752FA,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7D992EEEC5C18535,TRN-17A4F9268BF0F261,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-57C10FF1DECB5E24,TRN-11EF44801D7FAA48,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-1DE72855A4F445F0,TRN-7CC97B1B65359791,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-D92AB637C3C297FF,TRN-F52B72FDB1FAD2EF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6CB69CF16135595F,TRN-495F999080DBB85D,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C6C7CAE64DDC3875,TRN-983F3EB2A47C13FE,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-0151E2852BDD3A7A,TRN-A98C8574DF76E7F4,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-2DE9A2250671A596,TRN-968153092A21D6BD,B,true,stage1_overlap,informative_non_extreme,0.25,0.3333333333333333,4,3,1,1
ERL-E638C249CA58C738,TRN-12338DAF2CBF6B15,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-E1F6E3200B7523ED,TRN-8CA2FD92D92C509C,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-C194A04CFF49AB3D,TRN-FB39EB1B49A1DDC6,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-DF3603B49043CB9F,TRN-B163B689D56D0F07,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-792E9264FE87A5DF,TRN-BE251DA5E44DE081,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-35EF9D114EB2FDC7,TRN-533C6019322C52D3,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-49363DB07845D882,TRN-AA802B9E2972C128,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-E338EE35DF959B43,TRN-1DD9FA8E431F4928,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4145F1FAAB37C618,TRN-EAD13991C16C83D6,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-88FE25CA784757AC,TRN-844A45D0BC6BCB31,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E2B97213C148647A,TRN-F4DC9CC9A6C7E586,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B5D265E4AE7E2694,TRN-D85C81B61AFFBB39,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5C52F323C9DE1FDB,TRN-7AFE64F361FA7112,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6894983650497394,TRN-B9E4FEA4AD7ACF54,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C720504964DE851B,TRN-C3E541022E703BB6,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CB8841527727025E,TRN-BE15414604B69C8A,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-AAC80EC685B2DC26,TRN-B003B640A697AEAD,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F68F6E068C6364A2,TRN-4FBB343ECD89882C,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-A9F7872108039735,TRN-86E12948710E2280,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-2FC2D083C4FD854F,TRN-5A2FB31D5D51EAC4,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9133DE3BA59FC58D,TRN-10687AF99AE8E060,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B721068B0A3DCD69,TRN-CF93EC152A34AC7E,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-DDFC6183EC5C5B8A,TRN-C352218B6A53EC1A,B,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
ERL-8C376F80B6247917,TRN-FC3582F7D8C595DA,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-ABB6ABEC3745AEB1,TRN-486248BA2DEAD918,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C7DFD169A8F972FA,TRN-61335761F502A3CB,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D374CC283E038211,TRN-A9BFEDDAE868285E,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-F5CF368BCA334CF3,TRN-EDEA7B39C690512F,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-61FB6E765E910A5C,TRN-72FAF28E66BDEF5E,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D7DED61DC792F40D,TRN-915E54E116DFB471,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-DBF2A850B4343A60,TRN-A3E6D6670C34D921,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-BB1CE9F2DA5DDC73,TRN-86AF9CAE4966B20D,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-AE4EA39125136DB4,TRN-AA1E634CD4B525D5,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B2ACB701526C5E09,TRN-A170657835FFEFB1,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1CE605AF15AD5B62,TRN-7C6FDB6631101BFA,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C2CECE8FF6321957,TRN-D755867E19CF2C5E,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-907F924DADC50CA6,TRN-283AE1CDABA5B8C2,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F2781E52A15CCDC2,TRN-61EA73522A12B00F,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C3043E43ECA2926F,TRN-1AB09B6EB29F5DEF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5458A5C8D1A59FC1,TRN-D52EB8A61D848ED6,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F7EFDC156905F35D,TRN-85293217959882F7,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A73E94D92B52046E,TRN-2495235CA402A503,B,true,stage1_overlap,informative_non_extreme,0.5,0.6666666666666666,4,3,2,1
ERL-30B2D707DA2BDB2F,TRN-1351690F083B8001,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-CD40A671305DFD9C,TRN-EEF973411EB46B4B,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-FD46451B7A0F1FC5,TRN-CE9E032AA68E8D2E,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-FB3EDDA1A3035EAA,TRN-453DF0B0B784EA05,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-1DDA72713C8BE7D6,TRN-45ECA59C4CD5BE89,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1117C27E375FC49C,TRN-A6355D25CB6C82A5,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-3902E57953AACE3C,TRN-0FDB9C7E9FEFF192,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C3F9B310BB76986D,TRN-1D8ED87FC03F8031,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-AEC419BD2DDCF914,TRN-32276E506E56E286,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C268137B1B1F8D22,TRN-A9F283D9C5BF37C1,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-54978C5946A6D8E1,TRN-63FBB3B129AFDF7A,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8EB55FA2FAE129B2,TRN-EBD907AE42ED9D6E,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C5645A81E74CD73A,TRN-24C3ED730BFD6E73,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-9DD38F4C2645D108,TRN-D47B94A07BF46D17,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-22F69BECB73E4659,TRN-9F2F2FD128C16BE2,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-6660D3FE9F223139,TRN-F71B53157A76815A,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BCE5DDC49A4414D4,TRN-6CECE11302C194B4,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-3432632CD09B8BA7,TRN-BFF373573C26E05E,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-64EAA232C27F1A48,TRN-BA834D87E9A6330C,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-8F1E95E9C7B1A6ED,TRN-F1373CBE330D6EFD,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-392DE6EBDBB3C3DB,TRN-4642F13C20134FA3,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4F5D4ED19E6C98B8,TRN-49B0087C76103DFF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BD24113B5E5028F3,TRN-00C46102B80DCD78,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1FA21BEE34BA2A8C,TRN-E38D071A166003CF,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-222CFC975343F0EB,TRN-D599994BA7BF704B,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-C921121DCEF14948,TRN-15249DD7C70E227F,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D2D61F2CF9084279,TRN-76219B3958694835,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0FCE2FFB6D9D0354,TRN-A8E9EFDBE05B4F45,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-65D8757F38630C52,TRN-74915C8432A814A0,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-215877DDF433145E,TRN-54793697BA56FD45,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-DF3FD43088BDB5D6,TRN-34E2B6DBDB7FF9E3,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0053DFEC90CCC535,TRN-06118FA13DEB2FC4,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F6CE6EF902E64231,TRN-CF1A925FBD0B170D,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-254C53E8842F2F38,TRN-30A72C1C6A7AD63E,B,true,stage1_overlap,informative_non_extreme,0.25,0.3333333333333333,4,3,1,1
ERL-20018F45A4138217,TRN-9DD4B60EA1E85ECF,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-719741BFDE3C9215,TRN-902917AF91636B39,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5A93E07DC8C991BA,TRN-90EC114B1B107816,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A5087AC510ED169A,TRN-FA6B55433987F390,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E632298D564ECD11,TRN-B2DDF46838585BDF,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-315EA760B00F7022,TRN-012C2078617BB1EA,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-EB740CE29553AE29,TRN-E30387E49CEA0489,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-93E8EEC01F1BE911,TRN-AD84B925F8A722A0,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EE2968014DFC2F21,TRN-22159B32AD16D41E,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D84C72867686A45C,TRN-D93E97545357BD2B,B,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-A629ADD5E8B14296,TRN-BE9DF58201E6F4A6,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-DCD4B711873ECA5F,TRN-7CCA1E453DF24174,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-92AC4D61ADE4F072,TRN-8FC4BA4B6F4E2A43,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-8759CA400531BE93,TRN-A137DA5F76CD261F,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-84F7915B90A677CA,TRN-B2B783E03DCEAD09,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-41786EF39D6F67F2,TRN-00CEDB01262EA8CE,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-04CDF978CE1E6C4A,TRN-75025A9B666A2626,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6BADF9483BFD6CDF,TRN-07CE9A63CABB0E51,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-5868531DB05BA87D,TRN-C7D792707328DEB0,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E3BD93AFD4B22A04,TRN-934EB5BAB44B079D,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-E93B6752EA1F10AC,TRN-7933C043AE176627,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1AEEDE64428F9AF0,TRN-58778702A590D183,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C57BC5F67C8D380A,TRN-41E8D1959C002EF2,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-989E48168376CD99,TRN-040F485CFDE95B4F,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4FA18D391CA931D2,TRN-A7B5799C89F3FFCF,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-1E65F8D5261B2E54,TRN-89BF476CC91A2F8C,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-583043D25AAAD316,TRN-0FC8D0F8F2CE0BEE,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9A333788EDE84FF9,TRN-D9FCF8B930F16B19,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-EED52D05A0A72A61,TRN-F5A9354366BF050B,B,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5823F242B6205F87,TRN-30463AA784C65FF6,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-3528C09A656BB7C8,TRN-2A1A5B00DAE56878,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B59419DE7A563CCF,TRN-BC77B736006DF7A4,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-AEF509471F846484,TRN-5ADC9BBEF0EDA71F,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C94389E9594C4364,TRN-9C6C760E9A8FC9D9,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B72C92EAC44553AE,TRN-7072933C745A224B,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-A590AE2FF3CE0005,TRN-BE21CB6E530993E3,B,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
ERL-417FE59246AFA131,TRN-A84041E7BEE2AAD6,B,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-FEC2F262DCCC95CA,TRN-325FB0F392E6D51F,B,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-59310557415A7163,TRN-019652D421B100C4,B,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4EC94A83E1B7B082,TRN-9623FDEECC0439BE,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-891A73030717DDA0,TRN-2606FD9F7208E65F,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-564472E3E92D250B,TRN-C0CACADEC13F5A6A,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-9EA3466E6F94B097,TRN-4ABE6D271D5B454E,B,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-835B9D26409C26DA,TRN-C34C9BD7896C4343,B,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
