anon_instance_id,routing_group,source_subset,pooled_record_count
TRN-35BAE06C9BBCB366,U,rest_3954,1
TRN-35BCEDD614B9108D,U,rest_3954,1
TRN-35E5DFDA627EA6BE,U,rest_3954,1
TRN-35EB58372181B02B,C,initial_rl,1
TRN-35EEB80E4314EDD2,B,initial_rl,1
TRN-35EFCB2704B7D954,U,rest_3954,1
TRN-35F579980445F958,U,rest_3954,1
TRN-35FE21B751F6B109,U,rest_3954,1
TRN-3614D52D5AC3E6F8,U,rest_3954,1
TRN-36170068D0203AF1,C,initial_rl,1
TRN-361A6AA8564B0FDF,U,rest_3954,1
TRN-36221B7BEC9C2C34,A,initial_rl,1
TRN-3623EF94F1EDC173,A,initial_rl,1
TRN-363443861BDE815F,A,initial_rl,1
TRN-3634AE4FD15ABB62,U,rest_3954,1
TRN-363ACD8957E1B673,A,initial_rl,1
TRN-364D30C6000660B1,U,rest_3954,1
TRN-3650DE78A0B3A889,U,rest_3954,1
TRN-365AE059ABBA2FB1,U,rest_3954,1
TRN-3674CE4E04FA705D,C,initial_rl,1
TRN-3676A4D713CBC96D,U,rest_3954,1
TRN-367723D57A04DE35,U,rest_3954,1
TRN-368412DFE9BD0B4A,C,initial_rl,1
TRN-368968D20D557BF1,U,rest_3954,1
TRN-369989C173FD8CA4,U,rest_3954,1
TRN-36AE8AB420E3D121,U,rest_3954,1
TRN-36B230BBFB899CD0,U,rest_3954,1
TRN-36B803B700BCBCD2,U,rest_3954,1
TRN-36B8AB4BFE1CEB39,U,rest_3954,1
TRN-36BA6FE662F44DEF,C,initial_rl,1
TRN-36C564ED3CB5F07E,U,rest_3954,1
TRN-36CF37F5FA543E36,U,rest_3954,1
TRN-36D25675E6E113F5,U,rest_3954,1
TRN-36D55BB367522E3A,A,initial_rl,1
TRN-36D8231AA016C1E8,U,rest_3954,1
TRN-36EFD3C5F011A8CC,A,initial_rl,1
TRN-36FFFAA3D9FDFC7D,C,initial_rl,1
TRN-370510E7B12A577C,C,initial_rl,1
TRN-372EB547B60C7659,U,rest_3954,1
TRN-3733DC827677C663,U,rest_3954,1
TRN-373B6B457A9D994E,U,rest_3954,1
TRN-373B762ED3BA8AD1,C,initial_rl,1
TRN-373D9D34178CE30D,U,rest_3954,1
TRN-3747C53E3FAC9BF4,C,initial_rl,1
TRN-374E6498821DCCB0,U,rest_3954,1
TRN-3754D1F1E1BF32EA,C,initial_rl,1
TRN-377097C10D3398E8,A,initial_rl,1
TRN-3771B5228E454EAC,C,initial_rl,1
TRN-3772D8D4D0B149FD,U,rest_3954,1
TRN-3783135CE280D0A3,U,rest_3954,1
TRN-3797FA8BA25276B0,C,initial_rl,1
TRN-3798EA4BCFEADEE7,U,rest_3954,1
TRN-379F936547F0046F,C,initial_rl,1
TRN-37A6E0BACEC22531,C,initial_rl,1
TRN-37AFA028F21B5251,U,rest_3954,1
TRN-37B65D327A627591,B,initial_rl,1
TRN-37B71DCB9229E773,U,rest_3954,1
TRN-37BFAEF492D54652,A,initial_rl,1
TRN-37D41643616F315F,U,rest_3954,1
TRN-37DB4D9A5572F2C8,U,rest_3954,1
TRN-37DC360E3B9A5990,C,initial_rl,1
TRN-37F093B585E03840,U,rest_3954,1
TRN-37FDFF357C9AFD0F,U,rest_3954,1
TRN-3809824FBCFF5B90,C,initial_rl,1
TRN-381E531F9C9E0C2D,A,initial_rl,1
TRN-382F1CA093C3E6B3,U,rest_3954,1
TRN-3831829205A7E1AB,C,initial_rl,1
TRN-3834B526077DDFB0,U,rest_3954,1
TRN-384FD4F6CF526341,C,initial_rl,1
TRN-3852BBA5EA0BEAC3,U,rest_3954,1
TRN-385D6555F0A58987,C,initial_rl,1
TRN-386F6CE23DA9F754,U,rest_3954,1
TRN-387717FB2132D26B,A,initial_rl,1
TRN-38816213364B0EAA,C,initial_rl,1
TRN-388B9ACBE21556D6,U,rest_3954,1
TRN-38915D2406EB2131,U,rest_3954,1
TRN-38943DFEF81D45CC,U,rest_3954,1
TRN-38988F4BCFF2815C,U,rest_3954,1
TRN-3899F2FE91E72B0A,U,rest_3954,1
TRN-389D71A91B96ED69,U,rest_3954,1
TRN-389DBB76D5D20112,C,initial_rl,1
TRN-38AE79408E225F46,U,rest_3954,1
TRN-38B7A8ED83D2743F,C,initial_rl,1
TRN-38B8ABAD4DAD3E0C,U,rest_3954,1
TRN-38BC07071AFACD82,U,rest_3954,1
TRN-38C6F97363C735C5,U,rest_3954,1
TRN-38C8425A795AFCD3,U,rest_3954,1
TRN-38CD15420F1441D5,U,rest_3954,1
TRN-38D3BF4275C042A2,U,rest_3954,1
TRN-38D56EA721DB7E94,B,initial_rl,1
TRN-38D757EDDD6FD327,U,rest_3954,1
TRN-3902A0AF43D1E65B,U,rest_3954,1
TRN-390C200A428ADD3E,B,initial_rl,1
TRN-391E81CD51BBBE12,B,initial_rl,1
TRN-3921A72DD2301D50,U,rest_3954,1
TRN-393D9E09D093D2DD,C,initial_rl,1
TRN-394760291BCEA0AE,U,rest_3954,1
TRN-394E8D1143DACDFF,U,rest_3954,1
TRN-394F92C974720EB2,U,rest_3954,1
TRN-395FF07F745C5C44,C,initial_rl,1
TRN-3969BA7C0C3110C4,C,initial_rl,1
TRN-396CA16E52F57435,U,rest_3954,1
TRN-396EB176FEA4FB74,U,rest_3954,1
TRN-3975EDCD503E1237,C,initial_rl,1
TRN-39795294CF9BC5F5,U,rest_3954,1
TRN-398A6809DA4E11B2,U,rest_3954,1
TRN-39924DE32C4372F8,C,initial_rl,1
TRN-399A873A7AF46CFD,U,rest_3954,1
TRN-399E558655C179FD,U,rest_3954,1
TRN-39B47F28414241AD,U,rest_3954,1
TRN-39B7F7ED31E37C89,U,rest_3954,1
TRN-39C85774148D8C52,C,initial_rl,1
TRN-39CA54FADF474970,U,rest_3954,1
TRN-39D0C51CCBA14BBD,U,rest_3954,1
TRN-39DC3D1863397FAE,U,rest_3954,1
TRN-39DF5CB03E9E5B00,C,initial_rl,1
TRN-39DF9875526C28AF,C,initial_rl,1
TRN-39E0FE8CAE8E8264,C,initial_rl,1
TRN-39E79C7988AEA538,U,rest_3954,1
TRN-39E9055F8B3A0060,C,initial_rl,1
TRN-39E9400D7A764D30,U,rest_3954,1
TRN-39E9A9D411064687,C,initial_rl,1
TRN-3A07843968EBF9C9,U,rest_3954,1
TRN-3A0911DEEEDFAFBC,U,rest_3954,1
TRN-3A15685AAEA152CF,C,initial_rl,1
TRN-3A1B54CB4307FC83,C,initial_rl,1
TRN-3A3F4E2F47253D91,U,rest_3954,1
TRN-3A46C57BFF601E6B,U,rest_3954,1
TRN-3A4D4E9859AE90F9,U,rest_3954,1
TRN-3A50D961982854D9,C,initial_rl,1
TRN-3A51C5771FC8E639,U,rest_3954,1
TRN-3A59C5C1152CAC3B,U,rest_3954,1
TRN-3A6E768847347A2A,B,initial_rl,1
TRN-3A6F4B6BF3D6E6A9,U,rest_3954,1
TRN-3A772463AEBD9C3E,U,rest_3954,1
TRN-3A772F47452A6FAD,C,initial_rl,1
TRN-3A7B6421891414F6,C,initial_rl,1
TRN-3A84A15C4714103B,B,initial_rl,1
TRN-3A9004932878DE56,U,rest_3954,1
TRN-3A97C2AA76BCDA42,A,initial_rl,1
TRN-3A9B317EC3055058,U,rest_3954,1
TRN-3A9D41BC3EF50A5F,A,initial_rl,1
TRN-3AA7A668E741C859,B,initial_rl,1
TRN-3AAB8F2A41C660E1,U,rest_3954,1
TRN-3AB74761D2E953D2,U,rest_3954,1
TRN-3ABF597F529161DE,C,initial_rl,1
TRN-3ACB4E8710D66348,U,rest_3954,1
TRN-3ACC4989CEE6B4E9,U,rest_3954,1
TRN-3ADDB65B55BC40FF,U,rest_3954,1
TRN-3AE5A5A8F97FB4E7,C,initial_rl,1
TRN-3AFD2A2D98D47E5D,U,rest_3954,1
TRN-3B0A9E19B59B29CA,U,rest_3954,1
TRN-3B2AE34B2E8AD65C,C,initial_rl,1
TRN-3B3E2E9832F75B1E,C,initial_rl,1
TRN-3B411886679ACA31,U,rest_3954,1
TRN-3B43EF22F553F53A,U,rest_3954,1
TRN-3B494F35392EA9F5,U,rest_3954,1
TRN-3B66263EF4935826,U,rest_3954,1
TRN-3B692A8025951E76,C,initial_rl,1
TRN-3B81147E4D5FC3A3,A,initial_rl,1
TRN-3B858BB0BC0C4F18,A,initial_rl,1
TRN-3B859661BC3CBE0A,U,rest_3954,1
TRN-3BB6F1122516027B,C,initial_rl,1
TRN-3BBA3762FF3801E0,U,rest_3954,1
TRN-3BBA5FA62E9324DB,A,initial_rl,1
TRN-3BBC67E9785651FB,B,initial_rl,1
TRN-3BCF6BEE3109B70B,U,rest_3954,1
TRN-3BD21FC84DE38576,U,rest_3954,1
TRN-3BD94B266D78B7D8,C,initial_rl,1
TRN-3BE3F1AED90E0BCB,U,rest_3954,1
TRN-3BE9F8366F657EB7,U,rest_3954,1
TRN-3BEDC95E72A49A67,U,rest_3954,1
TRN-3BF5B891407C52FB,C,initial_rl,1
TRN-3C0714701717FC16,U,rest_3954,1
TRN-3C0941110A712693,U,rest_3954,1
TRN-3C0C4991F9EEDF67,C,initial_rl,1
TRN-3C0F1A1C1695AB68,A,initial_rl,1
TRN-3C28D03396EC4A86,U,rest_3954,1
TRN-3C375CD9ABF6D117,U,rest_3954,1
TRN-3C3E68272012F9C4,U,rest_3954,1
TRN-3C4290AE3B607304,U,rest_3954,1
TRN-3C4515DDFCBE111F,U,rest_3954,1
TRN-3C493E37721B5EE5,C,initial_rl,1
TRN-3C5704F71F1E2B38,U,rest_3954,1
TRN-3C5FCD86812E0907,U,rest_3954,1
TRN-3C63B9524C79122E,A,initial_rl,1
TRN-3C64970696B305C0,A,initial_rl,1
TRN-3C67CA1B204E28FC,U,rest_3954,1
TRN-3C6A3829EC03882B,A,initial_rl,1
TRN-3C733FE5DBDF1849,C,initial_rl,1
TRN-3C9915FD4873F58E,C,initial_rl,1
TRN-3CAF7D063108FF34,U,rest_3954,1
TRN-3CB4126BAF87901F,U,rest_3954,1
TRN-3CBD1E6FADC206F6,U,rest_3954,1
TRN-3CF277CEF643F854,U,rest_3954,1
TRN-3CF5E8E69A8BFADD,B,initial_rl,1
TRN-3CFAE000B4BEF89B,A,initial_rl,1
TRN-3D03F692FEA612B5,U,rest_3954,1
TRN-3D0579BADDA4DB16,A,initial_rl,1
TRN-3D05B9FA26F9204B,U,rest_3954,1
TRN-3D06F610E9C40E6D,U,rest_3954,1
TRN-3D091312D38DEA34,U,rest_3954,1
TRN-3D12529DA7F5935A,C,initial_rl,1
TRN-3D2923D695A00B4E,C,initial_rl,1
TRN-3D2DE2D798AC1BB1,C,initial_rl,1
TRN-3D3551211D5C6B59,C,initial_rl,1
TRN-3D3B7ADFE299E325,U,rest_3954,1
TRN-3D4CBC84732089D3,U,rest_3954,1
TRN-3D4DDE0588642DA3,C,initial_rl,1
TRN-3D4F29EFE37538DC,U,rest_3954,1
TRN-3D50AB6D3600887B,B,initial_rl,1
TRN-3D599F36D245B844,A,initial_rl,1
TRN-3D5A0131CA91D665,U,rest_3954,1
TRN-3D6F7C4C5EDDD168,C,initial_rl,1
TRN-3D73801FED8ECFA5,U,rest_3954,1
TRN-3D8696DE5029332B,C,initial_rl,1
TRN-3D8F3D8100C1601E,U,rest_3954,1
TRN-3DA94B274B0E24B5,U,rest_3954,1
TRN-3DBA3DF8F966BBC8,U,rest_3954,1
TRN-3DBAA63F01B66CB4,C,initial_rl,1
TRN-3DCE3BB74BC969A4,U,rest_3954,1
TRN-3DEB60569AFC3FF6,U,rest_3954,1
TRN-3DED2EB3C532B914,C,initial_rl,1
TRN-3DF4DABEF63BF33C,A,initial_rl,1
TRN-3E033B2BBC7D4E36,A,initial_rl,1
TRN-3E063F7EE758E6EA,U,rest_3954,1
TRN-3E17D0EAA132F410,C,initial_rl,1
TRN-3E1C14B791CD9D9B,U,rest_3954,1
TRN-3E2706F14686F5EE,C,initial_rl,1
TRN-3E280F72E78A95BD,C,initial_rl,1
TRN-3E2EECCE1304ADC5,U,rest_3954,1
TRN-3E321FEF84B14FB9,B,initial_rl,1
TRN-3E32C61922DF9867,U,rest_3954,1
TRN-3E33D34FEE9CF709,C,initial_rl,1
TRN-3E3635B4DFB82891,U,rest_3954,1
TRN-3E42A207B8CEA640,C,initial_rl,1
TRN-3E4385868968FDB7,C,initial_rl,1
TRN-3E5C6EB2CC825D66,A,initial_rl,1
TRN-3E68A6240C0F6E1C,U,rest_3954,1
TRN-3E7524E66FF9DEC3,A,initial_rl,1
TRN-3E75F6B1A0DB60DE,U,rest_3954,1
TRN-3E7B94DFBBD07409,U,rest_3954,1
TRN-3E90001672DBA6ED,C,initial_rl,1
TRN-3E96791AB4A6A8CA,U,rest_3954,1
TRN-3EC8DD94CB72AA89,B,initial_rl,1
TRN-3ECFF2006CD8C58B,U,rest_3954,1
TRN-3EDB74A7AA3B9BF2,C,initial_rl,1
TRN-3EED994D9E7D6056,U,rest_3954,1
TRN-3EFA4A8D33BBF29B,U,rest_3954,1
TRN-3EFBC2321692E1AC,C,initial_rl,1
TRN-3F08917CB82E0527,C,initial_rl,1
TRN-3F0E1D72DF2E873B,A,initial_rl,1
TRN-3F14051A4E27F4D9,B,initial_rl,1
TRN-3F14D0D0562C7C4F,U,rest_3954,1
TRN-3F153177CBDBA8BA,U,rest_3954,1
TRN-3F157EEE84D77967,U,rest_3954,1
TRN-3F19944033F3A431,U,rest_3954,1
TRN-3F19E9D450499AFC,U,rest_3954,1
TRN-3F3000A49B2E312E,U,rest_3954,1
TRN-3F3D9CF84EBD3E6C,U,rest_3954,1
TRN-3F418E3914B478E1,U,rest_3954,1
TRN-3F44ACA5F88D286F,U,rest_3954,1
TRN-3F4A3809E7687162,U,rest_3954,1
TRN-3F51C992913FBF96,U,rest_3954,1
TRN-3F5998E87E4AAC44,C,initial_rl,1
TRN-3F6D41F85F5A0AF7,U,rest_3954,1
TRN-3F7EAF6E3AA60F10,U,rest_3954,1
TRN-3F843CCDE8E806F9,U,rest_3954,1
TRN-3F883D1FE2AA1823,A,initial_rl,1
TRN-3F8C3032A7EDC8A6,U,rest_3954,1
TRN-3F99F887CA448796,U,rest_3954,1
TRN-3FB4D6C0E2C4EAF4,A,initial_rl,1
TRN-3FB641583E1B1F1A,C,initial_rl,1
TRN-3FBB7DEA26F57FD9,U,rest_3954,1
TRN-3FC66525F2E45E78,C,initial_rl,1
TRN-3FDE557107941318,U,rest_3954,1
TRN-3FEF7CE432A2F7EB,U,rest_3954,1
TRN-3FF8B8FC2C489AC5,U,rest_3954,1
TRN-3FFBF4BED7991A6C,C,initial_rl,1
TRN-4002200EE21B66B9,U,rest_3954,1
TRN-400F77F346DCE46D,U,rest_3954,1
TRN-40221A6056E6AA0E,U,rest_3954,1
TRN-402648E54CE1E862,B,initial_rl,1
TRN-402F839A4685460D,U,rest_3954,1
TRN-403C87D0049C1771,U,rest_3954,1
TRN-405371E4F1116A42,C,initial_rl,1
TRN-40705F5E1C47B50C,B,initial_rl,1
TRN-4071218AE9E6033B,U,rest_3954,1
TRN-4075F13F5293DFA8,C,initial_rl,1
TRN-407B20D722D0A488,C,initial_rl,1
TRN-407B5B4EAF975886,U,rest_3954,1
TRN-40807BEECF571D3A,U,rest_3954,1
TRN-408A81285E572A47,U,rest_3954,1
TRN-409152C69F48AC8B,B,initial_rl,1
TRN-40A597F8283D1296,U,rest_3954,1
TRN-40A598E9C0EB1A3A,C,initial_rl,1
TRN-40A8A33814E10C77,U,rest_3954,1
TRN-40B13A9234686C34,U,rest_3954,1
TRN-40BA1904A2E11B3E,C,initial_rl,1
TRN-40BEE59D2D06C25D,U,rest_3954,1
TRN-40C0BCB71889DE7D,C,initial_rl,1
TRN-40C684899C95DDDB,U,rest_3954,1
TRN-40CAFB2C8E574FD1,C,initial_rl,1
TRN-40D21FE28233A007,C,initial_rl,1
TRN-40E03B7505258FE5,U,rest_3954,1
TRN-40F8E5EE98776220,U,rest_3954,1
TRN-40FDF69239064153,U,rest_3954,1
TRN-41118EFF99D4B189,C,initial_rl,1
TRN-4127B5B2BE00B680,C,initial_rl,1
TRN-4131A695CFF4697F,B,initial_rl,1
TRN-413C86C984315058,C,initial_rl,1
TRN-4142F37E08B5300F,U,rest_3954,1
TRN-4144CD7CE024CB21,U,rest_3954,1
TRN-414C03CB9F8520D1,C,initial_rl,1
TRN-414DCB6DBCEAA82B,U,rest_3954,1
TRN-4150C1EAC40BE77A,C,initial_rl,1
TRN-415378DA90290085,U,rest_3954,1
TRN-41651697CC61AB7B,U,rest_3954,1
TRN-417F9AD27A357E63,C,initial_rl,1
TRN-419990AD31486C91,C,initial_rl,1
TRN-419FC1E7933C6A24,A,initial_rl,1
TRN-41A8C8D3A64CFAC1,U,rest_3954,1
TRN-41ABE7A323BE1908,U,rest_3954,1
TRN-41B508DDFA15534C,U,rest_3954,1
TRN-41BA1FADB08CE989,U,rest_3954,1
TRN-41BA9354D5A1D1E8,U,rest_3954,1
TRN-41CC5B13DF102FC5,C,initial_rl,1
TRN-41D0E9FE6799D846,U,rest_3954,1
TRN-41D7D3F26FA8E81B,U,rest_3954,1
TRN-41DF23D2B4A009BA,U,rest_3954,1
TRN-41E8D1959C002EF2,B,initial_rl,1
TRN-41EA7BA552AF4FDB,U,rest_3954,1
TRN-420AFB5245B9681B,U,rest_3954,1
TRN-420F42F1FF8B50AC,U,rest_3954,1
TRN-421959DCAD6A1E69,C,initial_rl,1
TRN-42387751056882B8,U,rest_3954,1
TRN-423F8F75230AA405,U,rest_3954,1
TRN-42434CC5FC4F0CE9,U,rest_3954,1
TRN-4243EC964F53A305,U,rest_3954,1
TRN-42442BE38B04C28A,U,rest_3954,1
TRN-42559E9056D76EBF,U,rest_3954,1
TRN-427A8BE1A3D8C468,B,initial_rl,1
TRN-428E0702EB0B7A5B,C,initial_rl,1
TRN-42954DB60162C933,U,rest_3954,1
TRN-42A2AF8F0BEB3C32,U,rest_3954,1
TRN-42AA7ED5D59DBBD0,B,initial_rl,1
TRN-42AD0A3D84E5EBEA,U,rest_3954,1
TRN-42B4B187E5BE19BA,B,initial_rl,1
TRN-42B6B83E7DDCA6AC,U,rest_3954,1
TRN-42BA9D02D5B22649,U,rest_3954,1
TRN-42C546BA037361CA,C,initial_rl,1
TRN-42D07FA0E8D2998B,U,rest_3954,1
TRN-42D5AE72A1EF29F8,C,initial_rl,1
TRN-42DC71B3FF4E34A2,C,initial_rl,1
TRN-42DF8F222F66DB3C,U,rest_3954,1
TRN-42E7E56AAB978330,U,rest_3954,1
TRN-42E82D90ACBDB7A3,U,rest_3954,1
TRN-42ED100AAF122213,U,rest_3954,1
TRN-42EFDE4D90D30B6F,A,initial_rl,1
TRN-42FAD594408EC05E,U,rest_3954,1
TRN-430501FBB06C1067,U,rest_3954,1
TRN-43053812B93BB9A0,U,rest_3954,1
TRN-4325DED72BA2432C,A,initial_rl,1
TRN-432B705558387E2E,C,initial_rl,1
TRN-432C3DCC8085DA1F,C,initial_rl,1
TRN-432CAA6A10639A27,C,initial_rl,1
TRN-433851775FC6AC68,U,rest_3954,1
TRN-434E154D822BF1D6,C,initial_rl,1
TRN-43672ED1F3A4AD36,U,rest_3954,1
TRN-43713C5D3A64E16D,U,rest_3954,1
TRN-437271DE12B2DE05,A,initial_rl,1
TRN-437A45C4CDE7F963,U,rest_3954,1
TRN-43860F4317A50399,A,initial_rl,1
TRN-43910A01B497A9C9,C,initial_rl,1
TRN-43A3489546D08E7A,A,initial_rl,1
TRN-43A565FFBFEA4582,U,rest_3954,1
TRN-43A66320C8F26129,U,rest_3954,1
TRN-43A9602C1CA7A78D,U,rest_3954,1
TRN-43C455BC4AB02975,A,initial_rl,1
TRN-43CBAE159655C8DC,U,rest_3954,1
TRN-43D01FCBA06F8976,U,rest_3954,1
TRN-43D92ACB1660D6E2,A,initial_rl,1
TRN-43E272E0E6A12F27,U,rest_3954,1
TRN-43F49239803327FB,U,rest_3954,1
TRN-43F8AFB4C8FBB0DC,B,initial_rl,1
TRN-4404DC3CCF33EC87,U,rest_3954,1
TRN-44196D2C657E606C,C,initial_rl,1
TRN-44444E8E02AD6E3A,A,initial_rl,1
TRN-4455F659D733EAA1,U,rest_3954,1
TRN-446EA7F42187B40D,U,rest_3954,1
TRN-44725D5E3D1CEC41,A,initial_rl,1
TRN-44808DB0FF1A61B9,U,rest_3954,1
TRN-44A33FAF847990E1,A,initial_rl,1
TRN-44A81D83A8B69F92,U,rest_3954,1
TRN-44ACAE4F40E24E53,U,rest_3954,1
TRN-44B26D0837BF33E2,U,rest_3954,1
TRN-44DE5FF7A88DD5C4,C,initial_rl,1
TRN-44E2C11856FB0528,U,rest_3954,1
TRN-44F154A7841967E4,A,initial_rl,1
TRN-44F43D1EB1905CBC,U,rest_3954,1
TRN-45192E70F65E1120,A,initial_rl,1
TRN-453072C91AD45116,B,initial_rl,1
TRN-45368AF860CEF46E,U,rest_3954,1
TRN-4539667E03DBF4A4,U,rest_3954,1
TRN-453DF0B0B784EA05,B,initial_rl,1
TRN-453EBC07D51894BC,C,initial_rl,1
TRN-4546621ADBF5FF42,U,rest_3954,1
TRN-4546FC044661EC13,C,initial_rl,1
TRN-4558521C5FD7C145,C,initial_rl,1
TRN-455CA29701420ED9,U,rest_3954,1
TRN-4562C355667BE1E0,U,rest_3954,1
TRN-4565828DF85B86F3,C,initial_rl,1
TRN-4568768F46F2BB5B,U,rest_3954,1
TRN-4579B9F4A6D77A2D,U,rest_3954,1
TRN-457E028834FEE745,U,rest_3954,1
TRN-45805A02BC45EAAF,C,initial_rl,1
TRN-45A31FE3508BC6D4,U,rest_3954,1
TRN-45B9C9ACA9223464,U,rest_3954,1
TRN-45BC0A0040E5BCBE,U,rest_3954,1
TRN-45BF4E38D1F1D251,U,rest_3954,1
TRN-45C5810AE3D2FF9E,C,initial_rl,1
TRN-45CA1F50410B1A33,U,rest_3954,1
TRN-45D64110096836EE,C,initial_rl,1
TRN-45DBB971B56744B6,U,rest_3954,1
TRN-45DF7DB7049FE3B7,B,initial_rl,1
TRN-45E6AB0A9E5DFE3A,C,initial_rl,1
TRN-45EB39CF307E9AF0,B,initial_rl,1
TRN-45ECA59C4CD5BE89,U,rest_3954,1
TRN-45F4BC9AB388EE27,A,initial_rl,1
TRN-460A299937E26C73,U,rest_3954,1
TRN-461FDFEC3D08785B,C,initial_rl,1
TRN-4624F7E540366C47,A,initial_rl,1
TRN-462E0871654D8E79,A,initial_rl,1
TRN-4632AECCB3F866F5,U,rest_3954,1
TRN-463432F1AFFF42F0,U,rest_3954,1
TRN-4642F13C20134FA3,B,initial_rl,1
TRN-4652FF5D616F28E2,C,initial_rl,1
TRN-466BB9D8C198A9BB,A,initial_rl,1
TRN-468AE4AB3B769291,C,initial_rl,1
TRN-468D81A2888B1E88,U,rest_3954,1
TRN-46993151603A15AC,U,rest_3954,1
TRN-469B4DB782EC356F,U,rest_3954,1
TRN-46A197B52805BAF2,C,initial_rl,1
TRN-46A8F41A6DE2DCDB,U,rest_3954,1
TRN-46AAD94CD990B5CE,C,initial_rl,1
TRN-46ADFFA9AB32E624,A,initial_rl,1
TRN-46B3798B1CF7CC1C,C,initial_rl,1
TRN-46C12BEB3A757A37,U,rest_3954,1
TRN-46C18B57A3C6FEDC,C,initial_rl,1
TRN-46D443D1AA1BD902,U,rest_3954,1
TRN-46D5D5ADDC3A2C50,U,rest_3954,1
TRN-46F63082D3D21C9A,C,initial_rl,1
TRN-47024C71B9D6C765,C,initial_rl,1
TRN-47104FE61E14B488,U,rest_3954,1
TRN-471CA0096593E6AE,U,rest_3954,1
TRN-472677613FA52434,U,rest_3954,1
TRN-47362936D9C0D766,B,initial_rl,1
TRN-47638725E89CEC2F,C,initial_rl,1
TRN-4773EEC432B4687C,B,initial_rl,1
TRN-47853C989A4A2672,C,initial_rl,1
TRN-478FC2F66D9B1A33,U,rest_3954,1
TRN-47965EB1A171A322,C,initial_rl,1
TRN-47A37715DFEDA43A,U,rest_3954,1
TRN-47AB81451329CF7E,U,rest_3954,1
TRN-47BB2FDE205DD528,U,rest_3954,1
TRN-47C1586B21483DFD,U,rest_3954,1
TRN-47CBE510E46518DD,C,initial_rl,1
TRN-47D057257B51EC56,A,initial_rl,1
TRN-47D746A47D6EDDB9,A,initial_rl,1
TRN-47DA52A14E8FA658,C,initial_rl,1
TRN-47DB03903303FB54,C,initial_rl,1
TRN-47E3B5D47BDE00E1,U,rest_3954,1
TRN-47F421B91EBE5045,U,rest_3954,1
TRN-480B2E01CDDD6CAD,U,rest_3954,1
TRN-4847F0A7FDEDD1A2,U,rest_3954,1
TRN-485BB43569C29F57,C,initial_rl,1
TRN-486220A89F8E48FB,U,rest_3954,1
TRN-486248BA2DEAD918,B,initial_rl,1
TRN-48A0399C58DC7951,A,initial_rl,1
TRN-48AA0490D9DBAC44,C,initial_rl,1
TRN-48AA34281955F5A7,C,initial_rl,1
TRN-48AF6B84F086CBCD,U,rest_3954,1
TRN-48CECCC43C1B9E9D,B,initial_rl,1
TRN-48E9F38DF87B1BA8,U,rest_3954,1
TRN-48F61B9C34B0D9E1,U,rest_3954,1
TRN-4902D6D34D19D1B0,C,initial_rl,1
TRN-4912827E5E3C4EC3,U,rest_3954,1
TRN-4915D9150BD833DB,C,initial_rl,1
TRN-4918F8F49BAECD5D,U,rest_3954,1
TRN-4921B21164C69498,U,rest_3954,1
TRN-4938BBEAAC12D37D,U,rest_3954,1
TRN-495D2E988A7EAAC9,C,initial_rl,1
TRN-495F999080DBB85D,B,initial_rl,1
TRN-496B5677AFF6DA48,B,initial_rl,1
TRN-497AC7A04CC6EBE8,U,rest_3954,1
TRN-4997A380FDE77DD6,U,rest_3954,1
TRN-499A4A8F6C6720D4,U,rest_3954,1
TRN-499E181FF8E94B21,U,rest_3954,1
TRN-49A6A7C85BED30BF,B,initial_rl,1
TRN-49B0087C76103DFF,B,initial_rl,1
TRN-49B0CDD2F7D7FD1C,U,rest_3954,1
TRN-49BC41E6A46BA699,U,rest_3954,1
TRN-49C554BAA3313FA0,U,rest_3954,1
TRN-49C69412D34D51F1,C,initial_rl,1
TRN-49DC81F993C6A74D,B,initial_rl,1
TRN-49F35DEA41D14AB5,U,rest_3954,1
TRN-4A06A6C9178E9E15,U,rest_3954,1
TRN-4A0B7855120FDBF0,C,initial_rl,1
TRN-4A150AEC8BEA7BCA,C,initial_rl,1
TRN-4A1BE72FA5E62D8D,U,rest_3954,1
TRN-4A1F05C56567526C,U,rest_3954,1
TRN-4A2424EE06764719,C,initial_rl,1
TRN-4A2BC27162050F3C,C,initial_rl,1
TRN-4A3B7C55D980726A,U,rest_3954,1
TRN-4A424E56BF7BE13F,U,rest_3954,1
TRN-4A46945BC171B6C6,U,rest_3954,1
TRN-4A48901DBC8C27DD,U,rest_3954,1
TRN-4A4996E7AB444FF0,U,rest_3954,1
TRN-4A4FE58FEDD87C7D,U,rest_3954,1
TRN-4A59E49E3A806F0B,C,initial_rl,1
TRN-4A5AF906C763065B,A,initial_rl,1
TRN-4A6321FEFD3B2BD6,U,rest_3954,1
TRN-4A63E123748B6F35,U,rest_3954,1
TRN-4A657A949D8AFD34,C,initial_rl,1
TRN-4A6B323EB30E1B8D,U,rest_3954,1
TRN-4A733FDD63CF8548,A,initial_rl,1
TRN-4A79BD69BC231FE1,U,rest_3954,1
TRN-4A7D2431C4A7B0EC,U,rest_3954,1
TRN-4A82A04CEAB1C52A,C,initial_rl,1
TRN-4A90978AF026ACEC,U,rest_3954,1
TRN-4A9135581C9546C1,C,initial_rl,1
TRN-4A9811E3D34C16C3,C,initial_rl,1
TRN-4A9A49FE281112C7,U,rest_3954,1
TRN-4A9C98BCC7D11761,U,rest_3954,1
TRN-4A9D251812405C22,U,rest_3954,1
