mopd_record_id,manifest_position,anon_instance_id,source_record_id,teacher_category,upsample_occurrence
MOPD-C85E356C86CC809D,772,TRN-FAE143EA2D169985,REC-0CBEDD7B19E7BE2C,A,1
MOPD-13F29450214DF8F7,773,TRN-756717FE36F65889,REC-326CEB87E237E9EB,B,1
MOPD-9CED9C6F2D5F8E5D,774,TRN-E7D8348220874151,REC-F5128134D3FCAFBB,B,1
MOPD-9FF618862318DE9C,775,TRN-7CEAC968AA07C8A0,REC-C28E3181B1A2CB89,C,1
MOPD-16E716FE522B25FA,776,TRN-1EF221714CF88754,REC-0FFBDAC3C8D9F3F4,C,1
MOPD-A38F11DA8DEC27A3,777,TRN-E28B1DB4143F53B8,REC-844A8B3635BD4574,B,1
MOPD-B2F00127A382D3E4,778,TRN-DE2F064070F1E579,REC-F35EBCB7C8F79869,C,1
MOPD-F0E17B5C559C87AF,779,TRN-8A905F59E376D4B6,REC-AD696AC88D3B354C,A,2
MOPD-54247937157B384B,780,TRN-1EBE198514B0C329,REC-1C3540D479445AC6,C,1
MOPD-DAC628BEED54F98F,781,TRN-BAFAF985BCC0B207,REC-A9A7A0DA395059B8,A,1
MOPD-811A33C7328DE6E6,782,TRN-6E2E33F1F9C45D26,REC-9E931931ADFFC2FB,C,1
MOPD-2B1779EE97069B16,783,TRN-12EE6C93AB6C1330,REC-CE58D6B41328FA7B,C,1
MOPD-5429386051A382E4,784,TRN-7020FBAA75017B7F,REC-9AFCD666FA200CE3,C,1
MOPD-94ACDC7261F84DF0,785,TRN-55C4E945D8DAC5FE,REC-EEC31783BDACBE10,B,1
MOPD-C809D4229B3A0A28,786,TRN-A3E6D6670C34D921,REC-2470216517E3CF0A,B,1
MOPD-0408C98DCE5CADD6,787,TRN-5C5344EBCA899440,REC-DF7CB195E51E2B82,C,1
MOPD-EC4E7B1E229DFC7A,788,TRN-51DD57DD8980AAF1,REC-89BB3108D81D4FF8,A,1
MOPD-5BB12524C9731FDF,789,TRN-DB3306517B22FC70,REC-02C40E79FADFCCD6,A,1
MOPD-28390BCF2AB9C53E,790,TRN-5B33A45007B52CC0,REC-E1FF7E7DB67245C1,C,1
MOPD-459E2FCA16D286E4,791,TRN-A4F040728070F5C3,REC-C953DD44B1442217,A,1
MOPD-99E12B01D9FFEB08,792,TRN-EEA55BC5790C36F2,REC-028C2E853337532C,A,2
MOPD-8BE638B47E05043E,793,TRN-EC75C78A74D89866,REC-8CD34EC3B93DA73B,C,1
MOPD-2D828778FEC389E4,794,TRN-0250E27DF0AB5F61,REC-F2F46CCF36D987B7,A,1
MOPD-DBF2C088D5B98F35,795,TRN-E5F43B9F417FBEBC,REC-D4EC2C9DC46CD54E,C,1
MOPD-1CC3AAEB4F886ABE,796,TRN-7AEACB89647C8809,REC-B3027AF78DBA51E8,B,1
MOPD-A68C2A8D636DBF25,797,TRN-1E7E2F552BFC4A8A,REC-6D57EBDC117F54D3,C,1
MOPD-F8CDFFA0557C10D3,798,TRN-8688BD3284C07EAD,REC-7D0060E9A908228C,A,1
MOPD-BC3496B321C370ED,799,TRN-AC2520B9744B77D0,REC-52CD39161F0FFFA3,C,1
MOPD-0462651A822B4239,800,TRN-8D813CFD9B04FE21,REC-A1CB331B59898646,C,1
MOPD-17CF8F2D62D835CC,801,TRN-81688AEE4BC43B9F,REC-AE3E36C53CB41371,A,1
MOPD-B852424C08076C20,802,TRN-E0A781CB7D675DFD,REC-B622E785FFFB1995,A,1
MOPD-FBA6C48D1504093D,803,TRN-31527E85B2DABBF2,REC-BAA2C41B448E5D22,A,1
MOPD-C1B8BFD8DB5A3A52,804,TRN-BA834D87E9A6330C,REC-EAC564525C4809AF,B,1
MOPD-6A0F57E8730DC3FA,805,TRN-9D36F58376038C09,REC-CED8FB8303F1746D,C,1
MOPD-6792588F4E8A91B3,806,TRN-DE26D1611E75A514,REC-EB916AEFEF480AAD,C,1
MOPD-794193973A745D80,807,TRN-24726D7B2F26F253,REC-2B207283ECA273A4,A,2
MOPD-ABBEB428FAB66385,808,TRN-B01C76AF01ADF2AF,REC-45EFC9973436C350,A,1
MOPD-A8965236338C97F6,809,TRN-E3B9D34723555DF0,REC-FB595B02A4D6D3F1,B,1
MOPD-904DBD4DE876FF7F,810,TRN-4B9500176BDCE72A,REC-A128200AEB00ADB2,C,1
MOPD-2F527647ED15D59C,811,TRN-51AD740491DF2B0C,REC-3879E97A0AF919E2,C,1
MOPD-47EE8A089166065C,812,TRN-659E710199041329,REC-67511B680932E0FB,B,2
MOPD-482BBBBEEC8CFB33,813,TRN-5670A5044A648692,REC-757B31DD6E00F60A,A,1
MOPD-78B3B6EA135CE654,814,TRN-E6E795F36D1B07F1,REC-F8BEDE26C12808D1,B,1
MOPD-DCE4C224C83926FC,815,TRN-0B8FF9EB1C622D0E,REC-9730726B5FAB8920,B,1
MOPD-699DEB90B22B0A48,816,TRN-CA9086DC4983F5BF,REC-4FE5AEF8762BF70F,A,2
MOPD-71E6638757821444,817,TRN-BC8B1ED29B2C0032,REC-7E3582F05C962F6A,C,1
MOPD-41508418E0F55863,818,TRN-537354BF8029EE6A,REC-378A4F66AF05DD02,B,1
MOPD-2F3A1D41ABE4888D,819,TRN-CA0AC5E1A6AD6473,REC-1964A6785536088A,C,1
MOPD-A489973DE3505D4B,820,TRN-4C406CEA37A4EFB3,REC-B1438D70B4119DD5,C,1
MOPD-23D9C55CF6B6A9D4,821,TRN-FFBD1FB01525CB4D,REC-9ABD950B217B442F,B,1
MOPD-D9F8C8BFC5B42E48,822,TRN-0C1F7EADDC4B2546,REC-7694C710D49C5AD1,C,1
MOPD-C048FBC8D978CC7D,823,TRN-004EF7EB2A58BCE2,REC-D640F035D004C92F,A,1
MOPD-A0A03ADD057FC05E,824,TRN-F6DEFB0973D36C40,REC-B76D61667D149DF9,A,2
MOPD-3428C039B2D9E08A,825,TRN-E0C080D7584B3554,REC-504595051B234AB7,C,1
MOPD-A0A3BC47C99B0A0C,826,TRN-7010340C179CAF7D,REC-20695065A470FF61,A,3
MOPD-A583197823F06047,827,TRN-8A7C9D47E1019AF6,REC-475AF392B59FBABB,B,1
MOPD-CCEFA7608DF790F5,828,TRN-B3DE7C8968B7BE51,REC-25E8DAAA37DAC617,B,1
MOPD-1CB754CE2105569A,829,TRN-01564B7C4CA9DC8C,REC-EE3BBC60060DE989,B,1
MOPD-D0F7DE4C5CE2E75B,830,TRN-5C00528904E30B12,REC-662D53308AAE2AF0,C,1
MOPD-19F2BE39047838B4,831,TRN-0F2973D73D81CB45,REC-710A0B8141B5DBF7,C,1
MOPD-AAB8AA6D6E59813F,832,TRN-7C844CC2ADEF3E3B,REC-D70C907AADEDC7F3,A,1
MOPD-8B0CDC575A5CED84,833,TRN-53038F69DF0E4A53,REC-2F2E72CC4884B655,C,1
MOPD-82557E91D280FFF6,834,TRN-61335761F502A3CB,REC-B58FE4E9B84A807A,B,1
MOPD-D08ECD4CE65CAFC5,835,TRN-8004A797C0EAE67D,REC-54BAE52E8AF58A4A,C,1
MOPD-6BE77EBEA9EAC683,836,TRN-CED317885EE44546,REC-39B56F472AC1E9A0,A,1
MOPD-5021F15326AB716C,837,TRN-AF853C3105CC5B97,REC-2F18C83B190F4000,C,1
MOPD-CB32A30E40DF7EF6,838,TRN-D5952D4D41B0138F,REC-E7233DC282588AE1,A,2
MOPD-6B34CFE5EBD55BE3,839,TRN-BA96FC8CC7746FF0,REC-507055F66ED316E6,B,1
MOPD-9170A4F8D4071DA4,840,TRN-D3F78C81837A48F1,REC-8E087014A87DCE06,A,1
MOPD-9FCE094B947BD5FC,841,TRN-363443861BDE815F,REC-A6D134A0579C4157,A,1
MOPD-18770406EEF53087,842,TRN-069B342EB5EBFA78,REC-F02CF6EB04018EAB,A,1
MOPD-3EC451DE786ED86E,843,TRN-3975EDCD503E1237,REC-1C2F68B309B957BF,C,1
MOPD-D587C42F3636A888,844,TRN-871411FCD7AEA4D2,REC-E7219B59B5423AE2,C,1
MOPD-6CC101B02B62317F,845,TRN-4DDDFCA0100FCA89,REC-5FE6688157834C44,A,1
MOPD-CA1FB5798D09804E,846,TRN-C576E836C9307ECF,REC-10CF1957FDD0FF75,C,1
MOPD-61AFD68BF775292B,847,TRN-7FFAD27F3C141639,REC-078F3A8F3E7C216D,B,1
MOPD-BC54CC92A3E371C3,848,TRN-70A45F18438D4D26,REC-FA412A85A0F7044E,B,1
MOPD-73B73709C4EA8663,849,TRN-16DEBD756FF9CF71,REC-86D1599462B187DA,A,2
MOPD-ED05E2C3A14B9081,850,TRN-88351D9F82EF69A2,REC-404D3DC1C2F71B62,A,2
MOPD-E2468F8D5590CF04,851,TRN-76219B3958694835,REC-744168566E3E61DC,B,1
MOPD-0D56819A63E7C0C0,852,TRN-95AEFCDCD5D61C4D,REC-8722664CE3470D4F,A,1
MOPD-EA538D90013D8E33,853,TRN-8777C0D3A8D2335F,REC-9591597BC3F24EAB,C,1
MOPD-A421E6ADF65A84EF,854,TRN-214D6E0AF9A67AFE,REC-9CC21DFE356C3322,B,2
MOPD-2974495D74DBF804,855,TRN-BFF373573C26E05E,REC-157BAC59850749C2,B,1
MOPD-E7CC02B57209DA07,856,TRN-60E35A500032C427,REC-4E757E4E31279908,A,1
MOPD-209FF2568522D876,857,TRN-A86A24CA603FD100,REC-7C01F34A7638F9C2,C,1
MOPD-34F869A1971D5B9B,858,TRN-A0661B44EABA49F7,REC-9D030B17EADF0DC1,A,2
MOPD-4847ED09C56AC229,859,TRN-643ED6425DC0BCC4,REC-91AB866EC7420677,B,1
MOPD-E361F0D8B8C8AAEE,860,TRN-63FAE6946ECCD491,REC-988B60CD07F7E3A6,C,1
MOPD-227874C2DEBE3A06,861,TRN-000470B715FE3BBB,REC-B2C00B85F5F861B5,A,1
MOPD-E14DD6AFAE384EE2,862,TRN-03D700713A9952AB,REC-EDF8DF59B7F97A74,C,1
MOPD-C183BEEAFEC69276,863,TRN-72594FD5DA257D05,REC-520D44C08E36C4DD,A,1
MOPD-E722B0763FBA42E1,864,TRN-84A6AEE5277123EC,REC-BCBD05DD0F9F2574,B,1
MOPD-5DFAC76FB2EE34BE,865,TRN-EB760FB4B94AE0E9,REC-64A57A98510A149A,A,1
MOPD-8A8FB98B4E2417A3,866,TRN-20E8FF0E5B65D890,REC-1574AE6872DBC735,A,1
MOPD-D9EA1E4BA29CB8BD,867,TRN-6ACB8BB958ED6D15,REC-515848C205865719,B,3
MOPD-B80BF206B4FBD90C,868,TRN-ED776249A679A325,REC-436839510C541225,A,1
MOPD-7305AC94B7AEC390,869,TRN-71BBD34E365FAA56,REC-F6A6BA93A73209DE,A,1
MOPD-338B3BAF92E500C5,870,TRN-526E4197D3959B07,REC-B67B4DB1A1F6F74D,A,2
MOPD-171F97DB8FD42C9C,871,TRN-14D0320F8946D4D0,REC-B12646D1B0DCC7B8,C,1
MOPD-6FAF9DA86A8FF0BD,872,TRN-335C8CF59E16871A,REC-D695E980679EFC9C,A,2
MOPD-B829D8987C7B6241,873,TRN-2DB3E560A59A9C60,REC-778946198A0C49F3,B,2
MOPD-641643776FA2AD2A,874,TRN-D1B32E310EE285AD,REC-E23FF61B157B7317,B,1
MOPD-485CAB75887D3ED2,875,TRN-E54CDFA8C0B8F2CE,REC-3F958025F2E5A5C7,A,1
MOPD-DB0A158FB76320F0,876,TRN-75025A9B666A2626,REC-0FF16F625F72B078,B,1
MOPD-00E52681340B3ACD,877,TRN-E7807BED1BEC596D,REC-F9BA58842FDC9B40,A,2
MOPD-FF06CF5569E4C177,878,TRN-9909C4029D552886,REC-B6AACEA3A9FFF988,B,2
MOPD-C9C86BCDBAAE4792,879,TRN-533AB42E4F85F7C4,REC-5F60D81A0BE042C2,A,1
MOPD-0CFABE57F12BEF91,880,TRN-678AE6B58DA9D0F1,REC-EB4E44857652914A,C,1
MOPD-FA81B7F4FCF138C7,881,TRN-B86D718AFA353130,REC-17C9DE15C730AA19,A,1
MOPD-17ED9D0065300D80,882,TRN-CCAF994DD6BF8AEE,REC-6822E805F148CBD9,C,1
MOPD-58AEFEFBD65EB08B,883,TRN-C92B63258DF41880,REC-99F392E1E61C01C0,B,3
MOPD-1A934384E46AB314,884,TRN-C1D1C8987D7AEDC7,REC-21B4BD0E2FCF4E54,C,1
MOPD-2BCC0529AF3F56F9,885,TRN-02497F5F70CDEB8E,REC-1116B99D9EE1F3E0,B,1
MOPD-BF90E76C20EC5D31,886,TRN-5C68EDDC6E0DA5C7,REC-17FD264C0AB3B24F,B,2
MOPD-5AE9353761129070,887,TRN-D7D302227A8C67D5,REC-49FC3B36F2956E26,A,1
MOPD-3B618937B503CF26,888,TRN-8FF1354462345D39,REC-79039D438241EDD7,A,1
MOPD-27809B4D24D01B2E,889,TRN-8212018D8DCBE205,REC-59A4A8FD9C363CB6,C,1
MOPD-314BDD3462CA3315,890,TRN-86AF9CAE4966B20D,REC-04C132C3E6BE4C23,B,2
MOPD-E309A6949F97222F,891,TRN-1AAD19BB1A5857B9,REC-8D05C1AB1DC78704,C,1
MOPD-779F53208ADC3519,892,TRN-2606FD9F7208E65F,REC-32A49C4384C22688,B,1
MOPD-C9309BC5EBA8C8A5,893,TRN-FF8D82BE171567E2,REC-C8FFDCBE60301113,A,2
MOPD-1978C4752003E59F,894,TRN-B5E7F9F7382CABA9,REC-D95150D8425BE01E,C,1
MOPD-5A2A6C0CFBF137D7,895,TRN-34BC1499DBB97567,REC-EF9CE723C8DA922B,C,1
MOPD-FCB3AAB96943548E,896,TRN-B25D2C3AB251A449,REC-E4D886E3D9DD8A9B,C,1
MOPD-63678758CC304F2D,897,TRN-85382D4625AFF779,REC-F99C601A3E43295F,B,1
MOPD-70B713C31391D96A,898,TRN-34A9BFECAC96D253,REC-0AD26F8BA9BCF132,B,3
MOPD-DBB6524E8D47F5AF,899,TRN-126A63EAD42BB71B,REC-B886E8BCF7EBCDFA,A,1
MOPD-A29689ADAD5B7E1D,900,TRN-45192E70F65E1120,REC-43A9612AF738081C,A,1
MOPD-09B9A8CB9298782B,901,TRN-E25F8B4FD0993CA1,REC-61196DB9E49482A4,B,1
MOPD-C9064E161D4E8709,902,TRN-3E33D34FEE9CF709,REC-C58E22E13F13D3E0,C,1
MOPD-D9710C017512B32D,903,TRN-6CC3A576CCCA6753,REC-E85EE518EC26430A,B,2
MOPD-484B6AC3A9C63B1D,904,TRN-B84422165AF2200D,REC-1F8F141E91D0AC75,A,2
MOPD-1FE23866E9EAB0B8,905,TRN-F02C13243D7B83AF,REC-B6596DA0466AD86E,A,2
MOPD-7161AA479A1A0700,906,TRN-C9C8CD1049454F96,REC-2C39B4E77DA3CB36,B,2
MOPD-7CEB465ACBA8CB91,907,TRN-48CECCC43C1B9E9D,REC-FA08E0D80B491451,B,2
MOPD-E52E91B4F521D1CC,908,TRN-B8DD4233BDD6D4F1,REC-3CAD176C49DD8402,C,1
MOPD-241B0095DBD89449,909,TRN-0F46C559D7CC748B,REC-5BB2DC49E4ECE95E,A,2
MOPD-A82B3C366749EC21,910,TRN-0805A45895AA6BC0,REC-6144A899DBB68458,C,1
MOPD-93938CF239B9EA52,911,TRN-2D4D27B7D2774217,REC-C0E368D512FD83FE,B,2
MOPD-32DD8951DCEB623B,912,TRN-7C67C108BC68B339,REC-B5DA799798BDD8D4,B,2
MOPD-070615B98EFB3013,913,TRN-5316502D93C1A5EA,REC-68AD8EA0D181C3B5,A,2
MOPD-C216CA2ADE3F2D20,914,TRN-7C10A67A8E23CE77,REC-6C1E1D51EDF496A1,A,1
MOPD-14E1D57FBED90E2F,915,TRN-80F3BCDF8C08A510,REC-A1BC88FEE486579C,C,1
MOPD-8D7BCE6037F354AF,916,TRN-EFD47EC93E695E25,REC-5922C44AE04FADBA,C,1
MOPD-E177882DE741BC35,917,TRN-8590FD3C9141BB58,REC-C7F0225C9908233F,A,1
MOPD-270448016F2ED896,918,TRN-041EF1FD28720A5E,REC-6BFC2047A7A6A88E,B,1
MOPD-E442490612D43DDF,919,TRN-80466A6E32088094,REC-FA64BC514D1083A9,B,1
MOPD-4EA341F564FD7EAC,920,TRN-24A5C7F4EB3ADC2E,REC-4A261331F99FB914,A,1
MOPD-207D7E6B70B73050,921,TRN-9989D9AF46AE7536,REC-D91784592F7CACDD,C,1
MOPD-3C418496FFF29520,922,TRN-BE9DF58201E6F4A6,REC-F198CCC14D63D883,B,1
MOPD-B73A8D5108C9791B,923,TRN-4A59E49E3A806F0B,REC-FB3274D3B2D71574,C,1
MOPD-C531E3EDEC5CE3BF,924,TRN-158F46491727C007,REC-5D6C11A773F3AB6F,B,1
MOPD-71E2391A2C1C5D33,925,TRN-C327F42E42A4E567,REC-B9A4DE52E72B1677,B,2
MOPD-2425C3F30F3CD996,926,TRN-DAC96C5F827DB93D,REC-FA642AD9B3DE2421,B,1
MOPD-8C33BA4ADDA6CF72,927,TRN-0A313803711E2C92,REC-13C4050A2243A038,B,2
MOPD-49922CE8D4D39A15,928,TRN-2866913FCB978C16,REC-B770F547FB67F984,B,2
MOPD-188C73A65E1C5882,929,TRN-A4DF27133C630316,REC-9EFDF4546825B59C,C,1
MOPD-748F408754C918DC,930,TRN-39E0FE8CAE8E8264,REC-7C63E9BC67CEE92F,C,1
MOPD-E94C2B7B2B54C0A4,931,TRN-E38D071A166003CF,REC-87E453A5FCD05D4B,B,2
MOPD-E3A428599A1BA7E1,932,TRN-0250E27DF0AB5F61,REC-F2F46CCF36D987B7,A,2
MOPD-2014E23D810793C6,933,TRN-85382D4625AFF779,REC-F99C601A3E43295F,B,2
MOPD-D5A16679540C55BE,934,TRN-EE4F3C8253205156,REC-CADF5A0F33DC649C,A,1
MOPD-ACD8C318FD520582,935,TRN-6CF5CD5B85A729C4,REC-4DC23A30F9D4F5F4,C,1
MOPD-CEF9B50C924C3DC0,936,TRN-03A40B134B795BB5,REC-596F1452FF766D0D,C,1
MOPD-0BD07540C4554D99,937,TRN-F79A6CDB8E1AC08F,REC-A936783589B9F283,C,1
MOPD-450821F3F19D46AA,938,TRN-070863BCCBBDE47F,REC-D2A968084E395E94,C,1
MOPD-E3843C3836C2E21D,939,TRN-E43FDFF8413CFA9F,REC-8C35B793066AD7D8,B,1
MOPD-397B70CC0A04D3C5,940,TRN-F175580D0805ECBA,REC-DC4DA752FAAB88B6,A,1
MOPD-22967A9BBEBDEF0E,941,TRN-115BC482BA5DDDCC,REC-676F0387F7AE5E28,B,1
MOPD-75CADA0817C497F9,942,TRN-8302631B7EAE4198,REC-1019A7D5FD78FF72,B,1
MOPD-AAFDD8FCD92172CB,943,TRN-325FB0F392E6D51F,REC-E30DDE789D979795,B,1
MOPD-5D936382C1E56A4B,944,TRN-555D91AF86F11013,REC-7A22868F1A91A6F9,C,1
MOPD-C6A72D92A7E5CED3,945,TRN-3E5C6EB2CC825D66,REC-33855D53E3980B65,A,2
MOPD-DCE2A05928E4A090,946,TRN-20E8FF0E5B65D890,REC-1574AE6872DBC735,A,2
MOPD-D0BB038801EE0837,947,TRN-6580F088D8CFCBEA,REC-60D302416AEEC6B9,C,1
MOPD-0F4B29F762BB550B,948,TRN-CEF30B1DD15DD0AE,REC-7D3279B9B354BEFF,A,1
MOPD-76744A0E2D94270E,949,TRN-AAD319A0AB8F8395,REC-078F919A3B68D5E6,B,2
MOPD-5B4A9C3B783A7D29,950,TRN-5492BAB4956228A2,REC-5F82375757ED7C57,B,2
MOPD-7211D3FBFF520E16,951,TRN-D21B155D84968614,REC-A4BF491F75A95B70,B,2
MOPD-B9E8336C8EA4B03F,952,TRN-8DB2888E491063D1,REC-C9489B0A57F83CD9,C,1
MOPD-90BC65C7C597EAC1,953,TRN-928733197C2DC8A4,REC-A8109B7318352733,C,1
MOPD-E6F07C831133A535,954,TRN-8F66F23A247AEED4,REC-1CDF7773C1572C98,C,1
MOPD-D314CB5268C01F8C,955,TRN-DD3CC134F49288E0,REC-7E4BBCE92A141D33,C,1
MOPD-256744299905747F,956,TRN-F71B53157A76815A,REC-94E0346B2F34A0A0,B,1
MOPD-29D19294C4C5FD85,957,TRN-F3ACCED737B0B42C,REC-84885F73069FABB5,A,1
MOPD-049521867A5C95BA,958,TRN-2B3C9E653F8D4102,REC-0E95AE4CB31042FD,C,1
MOPD-E869EB4F8CD17350,959,TRN-2F35EC4D9A97330B,REC-E1A697ED2D6BC005,A,2
MOPD-3F6FDE281EFC05E2,960,TRN-A6355D25CB6C82A5,REC-45EC69CE19492B3E,B,1
MOPD-D97A450375994EA7,961,TRN-2D534FB548F7C581,REC-84C5101407093F71,A,1
MOPD-026F5CFDE381A5D5,962,TRN-402648E54CE1E862,REC-911001323BDD0D32,B,1
MOPD-646B7DC63C00D8B1,963,TRN-42DC71B3FF4E34A2,REC-01AAB067289CB116,C,1
MOPD-1BA994A02D5A69B8,964,TRN-D68BDDD8AA9D938F,REC-B2FF66F359BF1B11,B,1
MOPD-76E3170E58A90994,965,TRN-B31A8AC5059B1CB4,REC-617A43A73B1DF751,A,2
MOPD-BDB19C6A5A7ECC57,966,TRN-EE38D73BE6B3C35C,REC-056059F13F08E9A0,A,2
MOPD-24F5AC58B9301485,967,TRN-5CB6D61104F1DA6D,REC-1EF8FB08DAD75D2F,A,1
MOPD-E6C176BE74E58DC4,968,TRN-772F1B2E21E094BC,REC-778F753A5501C458,B,1
MOPD-DC6274657389FE45,969,TRN-555CE53D09CE9C76,REC-1F23BB974928A87E,A,1
MOPD-51C53A0ED3B75B99,970,TRN-F1441D0491DC7E05,REC-DCFEA1123AFB78CA,A,1
MOPD-3F5347B250EE7511,971,TRN-D117BF53733089F6,REC-00367EB32B89E9EC,B,2
MOPD-633FB86D477338E2,972,TRN-BB3436FACBA3BFC7,REC-50709F1EA08F9425,B,2
MOPD-A774C245150C0DDA,973,TRN-64EAC9A9263E624E,REC-5338B782FC5C32E6,A,1
MOPD-25C4B52D4DBC3664,974,TRN-54F2AB459ECC35C0,REC-D55D016FDBE87D58,B,1
MOPD-6D7D83F5EC194D09,975,TRN-B89990820777FF0C,REC-43CDE4B77F4F2B28,A,2
MOPD-304223CAAD87F7F6,976,TRN-E28B1DB4143F53B8,REC-844A8B3635BD4574,B,2
MOPD-9FEEA49B368454F9,977,TRN-E69AACA3F0DD35CC,REC-8B152EF2730D96B9,B,1
MOPD-8B07823A92BADD2C,978,TRN-92EF237DF7ADE71A,REC-CBDA9CBCFEDEA1E3,A,1
MOPD-21B3611E762BC974,979,TRN-71BBD34E365FAA56,REC-F6A6BA93A73209DE,A,2
MOPD-06D2CFD9902D199C,980,TRN-C0CACADEC13F5A6A,REC-6B105F0D1876E5CA,B,1
MOPD-32A77F7073472F2A,981,TRN-43D92ACB1660D6E2,REC-8EDFFA65E8555A8C,A,1
MOPD-48D54ED7ADCB6349,982,TRN-50701E64CAD88FFB,REC-9AC4EB15E86C2FC7,C,1
MOPD-9CDB595A94D7C43A,983,TRN-24AAB8E32915E168,REC-3A2D1DC1B04A8728,C,1
MOPD-02223A35D58AA614,984,TRN-387717FB2132D26B,REC-F97218886605527D,A,1
MOPD-20AA2A55A4D4F873,985,TRN-2A4B95A0BF5A12F7,REC-21AD6B14FAB1E289,C,1
MOPD-41241E18D2264B86,986,TRN-94244C479D374C68,REC-E29621090CDA1DCB,A,2
MOPD-294F0429A3E73B8C,987,TRN-8F99AF6C32D5CDAB,REC-FE7F7EE30520298E,C,1
MOPD-D4217F0789E0BB6C,988,TRN-E63E3D4AAE50CA51,REC-1D152A95BBE85F01,A,2
MOPD-8225967338120165,989,TRN-0A6311882239466D,REC-30BB71705E4F5443,A,1
MOPD-B97E1EC766C82EA7,990,TRN-6B32262B829F96C0,REC-CE14215C009A05E2,C,1
MOPD-08BE39F949C3EEA0,991,TRN-ECC5A80646398CDA,REC-9F305714FFAC16B3,C,1
MOPD-BA5724E835E82089,992,TRN-0D3CA0438F8875BD,REC-1CD44DD72AD59342,C,1
MOPD-B5DD568A6F4F882C,993,TRN-B588E99BD9A6C0CF,REC-99A730436733F2B8,C,1
MOPD-B1A75012033D7B5D,994,TRN-4F1845EE4972DAE6,REC-4EB79427687D4552,C,1
MOPD-349ADABB8A964C22,995,TRN-2A3006EE75435E66,REC-329B1E026F45FB3E,B,2
MOPD-533F2FF1E0B5A636,996,TRN-36221B7BEC9C2C34,REC-1F5BB543562354CE,A,1
MOPD-3071F20251B06FC1,997,TRN-6CEF477C7FCBC4C0,REC-F8E05B6CE5FFCAC5,A,1
MOPD-C017AF59AB975128,998,TRN-6E3964E9F99381A8,REC-B9D61387D003B817,C,1
MOPD-035DC4DE11D96193,999,TRN-22159B32AD16D41E,REC-E0ED4081282AD135,B,1
MOPD-F992A1A6204D965E,1000,TRN-1770CA321E85BB13,REC-D8728DB6C4982D0C,B,1
MOPD-78F38AC6CFDB0C78,1001,TRN-EC4C65F7357AAD83,REC-D86CADC7944F2933,A,2
MOPD-F61107D125343280,1002,TRN-4FBB343ECD89882C,REC-75C0BE42A77D912D,B,1
MOPD-2D6B37A73DC0DD73,1003,TRN-C098E0B0F4327ADE,REC-267673E98EBAA640,C,1
MOPD-017861A865746611,1004,TRN-36FFFAA3D9FDFC7D,REC-CDE1FA789CD105D1,C,1
MOPD-E826297C5E3507A7,1005,TRN-7F4558BB3EFF39CC,REC-E91C789441718212,B,1
MOPD-38E72C548A77F5BB,1006,TRN-00609AE00BF09232,REC-5F63C00BC1DEA0EE,C,1
MOPD-40E7F400D383F250,1007,TRN-9B336C22711040ED,REC-397705B728ABE7EF,B,1
MOPD-AA1F57EBD71B846E,1008,TRN-960437A0AC91004A,REC-C2F007DB3DE953EA,B,2
MOPD-7B0633FF32A12C13,1009,TRN-76ABDF016785D4E3,REC-51E450367563B258,A,1
MOPD-36113847F85C1C8F,1010,TRN-E3AE07090DE999F8,REC-1210C392DA252C84,B,1
MOPD-2BC2558DCAE7D4A4,1011,TRN-434E154D822BF1D6,REC-688591CE2FE0D8B8,C,1
MOPD-42BE1752D216AE58,1012,TRN-AC3E019D18C2035F,REC-BB895C6920CFCA15,B,2
MOPD-26978198FC75A38D,1013,TRN-89BF476CC91A2F8C,REC-54A043ACDDF55E4B,B,1
MOPD-AD9A268CEB4FC972,1014,TRN-537354BF8029EE6A,REC-378A4F66AF05DD02,B,2
MOPD-EA6EAA854E9D5636,1015,TRN-7587EC6ED711C6B5,REC-380029EDFFECC38D,A,1
MOPD-251572E3FF949520,1016,TRN-90193FED8E501340,REC-C0048BA2525375D8,A,1
MOPD-7BE4CE101A6E75A8,1017,TRN-F27ED0E33BA97E9D,REC-9A8EA90BE3BA1244,C,1
MOPD-3F048315C0FF7351,1018,TRN-A2EEDEA25E74D459,REC-4315F37FD2A12449,B,2
MOPD-3C43C3032B6F4E7C,1019,TRN-8B7EB1B7E8C80839,REC-005701345AB4DE38,A,3
MOPD-CF706B07C99FEA35,1020,TRN-ABCF843E60B06ABF,REC-EA7BD62B4B22376B,B,2
MOPD-9B2DE26CF871AB33,1021,TRN-FA862799FC864B55,REC-B41A09872E720ADB,C,1
MOPD-E751F3FEB3CF4A9F,1022,TRN-66C2EFE04836055F,REC-6E0A5EE00112342B,A,2
MOPD-CA1DCD28EE2FC865,1023,TRN-E1495BC6D4551298,REC-1D85D6A68CE24E28,A,1
MOPD-09666BDFAB0618BC,1024,TRN-553C94CDDF2C6DD8,REC-D74BFFF204A22613,B,1
MOPD-38E4B82F9883D438,1025,TRN-8688BD3284C07EAD,REC-7D0060E9A908228C,A,2
MOPD-507A42F1B844AD1D,1026,TRN-803FA6273F160426,REC-E0AFA557DEC15D4A,A,1
MOPD-93C890B0799D9572,1027,TRN-B2257B2204708DD3,REC-521D696CC84FCE0F,A,2
MOPD-37A29AE224B62EE0,1028,TRN-F8B4302DA3947DE8,REC-DFFC82E249EF3E82,B,2
