anon_record_id,anon_instance_id,routing_group,training_phase,source_subset
REC-308B51820233B9CF,TRN-3BD94B266D78B7D8,C,stratified_balanced_rl,initial_rl
REC-30BB71705E4F5443,TRN-0A6311882239466D,A,stratified_balanced_rl,initial_rl
REC-30C5B83D40B2A523,TRN-1E062D458663D212,B,stratified_balanced_rl,initial_rl
REC-30E4F123C0AC9CCA,TRN-FD9A2FC9BBEED5DC,C,stratified_balanced_rl,initial_rl
REC-30E8B7B6FF0927FD,TRN-8E725FED4A5FBB35,C,stratified_balanced_rl,initial_rl
REC-313F2E3E74483779,TRN-907333981E4B0510,B,stratified_balanced_rl,initial_rl
REC-313FE9F89D5C78C1,TRN-E4CB5B9E9FD768B2,A,stratified_balanced_rl,initial_rl
REC-315D3801F8AFA302,TRN-D83CD1D8471B5F7A,C,stratified_balanced_rl,initial_rl
REC-3174F959A809A5E3,TRN-09EB8161DE0475EC,B,stratified_balanced_rl,initial_rl
REC-319CCAEF9D99237F,TRN-8C336A8F29BE7D86,A,stratified_balanced_rl,initial_rl
REC-31ABB7D0A4308E4E,TRN-8BB187365E5410EE,C,stratified_balanced_rl,initial_rl
REC-32398528572BA594,TRN-6885522589BE6F40,A,stratified_balanced_rl,initial_rl
REC-323ECD52A473CAD6,TRN-F5A561F82FBC33DB,A,stratified_balanced_rl,initial_rl
REC-326287F21BCF1395,TRN-76FD977C9F2A8781,B,stratified_balanced_rl,initial_rl
REC-326CEB87E237E9EB,TRN-756717FE36F65889,B,stratified_balanced_rl,initial_rl
REC-329B1E026F45FB3E,TRN-2A3006EE75435E66,B,stratified_balanced_rl,initial_rl
REC-32A49C4384C22688,TRN-2606FD9F7208E65F,B,stratified_balanced_rl,initial_rl
REC-32C47D93CAF2326E,TRN-AA1AE10788F846B1,A,stratified_balanced_rl,initial_rl
REC-32D33B2A266AB78A,TRN-123D7F27F302B653,B,stratified_balanced_rl,initial_rl
REC-32E2647378091267,TRN-A7294F17AD1465F8,C,stratified_balanced_rl,initial_rl
REC-330F217DC25E2F99,TRN-C1A4AD900FAE2E25,A,stratified_balanced_rl,initial_rl
REC-33855D53E3980B65,TRN-3E5C6EB2CC825D66,A,stratified_balanced_rl,initial_rl
REC-33B78479D29F0959,TRN-2A95EA48772B91BD,C,stratified_balanced_rl,initial_rl
REC-348FD094E94F344B,TRN-75D6609761D0E8CE,A,stratified_balanced_rl,initial_rl
REC-34AB85A562475C0B,TRN-A86642B789629A24,C,stratified_balanced_rl,initial_rl
REC-34D567163B60B5AA,TRN-47CBE510E46518DD,C,stratified_balanced_rl,initial_rl
REC-34E1C543F9B9B19C,TRN-E123055F8F26D4A7,A,stratified_balanced_rl,initial_rl
REC-351B76FCD274EBE9,TRN-CB04A27A0E6A4A54,B,stratified_balanced_rl,initial_rl
REC-35DD39B3B11C8C13,TRN-25D6081797DA18CB,C,stratified_balanced_rl,initial_rl
REC-3603AFC6F4B1F5C3,TRN-DFFE3FD6C6ABEF94,C,stratified_balanced_rl,initial_rl
REC-368FDBDD79F688C2,TRN-05F41A152137175D,C,stratified_balanced_rl,initial_rl
REC-369E56A161ACCD8F,TRN-F926956699868B79,A,stratified_balanced_rl,initial_rl
REC-36BF0E6D4538CDA3,TRN-9040B52FFA495EC0,C,stratified_balanced_rl,initial_rl
REC-36DD401D596D40AF,TRN-58600270F31AE8AA,B,stratified_balanced_rl,initial_rl
REC-36E327FF017DD773,TRN-A148746A25C404B3,A,stratified_balanced_rl,initial_rl
REC-371799BB4776F0FB,TRN-B72F0BA1CA4335C5,A,stratified_balanced_rl,initial_rl
REC-372C629F0E8E4088,TRN-189DF6EB5FEDBA7F,C,stratified_balanced_rl,initial_rl
REC-3740AC78A556F8C1,TRN-3C63B9524C79122E,A,stratified_balanced_rl,initial_rl
REC-378A4F66AF05DD02,TRN-537354BF8029EE6A,B,stratified_balanced_rl,initial_rl
REC-37A129A25DD2BD5B,TRN-BFE204B1151CA750,A,stratified_balanced_rl,initial_rl
REC-37D1E55B3CD048B2,TRN-4773EEC432B4687C,B,stratified_balanced_rl,initial_rl
REC-37EBE030F4315226,TRN-F66C97C65530B806,B,stratified_balanced_rl,initial_rl
REC-380509D01BF45C03,TRN-8DCCF1D70EC77F3D,C,stratified_balanced_rl,initial_rl
REC-385520A58388A50D,TRN-5ADC9BBEF0EDA71F,B,stratified_balanced_rl,initial_rl
REC-385AFE4C09666327,TRN-95F40F68A9882F10,B,stratified_balanced_rl,initial_rl
REC-388FA2FD9CCB41F5,TRN-EA599BE35B0E17F0,C,stratified_balanced_rl,initial_rl
REC-389C081027EA6230,TRN-D84C72D83BBABB94,C,stratified_balanced_rl,initial_rl
REC-38F6765525734701,TRN-06223677706F6605,C,stratified_balanced_rl,initial_rl
REC-38FC2D4CB020EFEE,TRN-7AF61310E60736E3,A,stratified_balanced_rl,initial_rl
REC-393D650DD8FB7517,TRN-90B776A133B47ED5,C,stratified_balanced_rl,initial_rl
REC-396D3F48923EBC72,TRN-7C8D032914508559,B,stratified_balanced_rl,initial_rl
REC-397705B728ABE7EF,TRN-9B336C22711040ED,B,stratified_balanced_rl,initial_rl
REC-397FE80D38288551,TRN-59BBA8FF646636BD,A,stratified_balanced_rl,initial_rl
REC-3991E9CF098E49BF,TRN-9176A22DA7342B81,C,stratified_balanced_rl,initial_rl
REC-39B56F472AC1E9A0,TRN-CED317885EE44546,A,stratified_balanced_rl,initial_rl
REC-39BD17533BB95786,TRN-17A4F9268BF0F261,B,stratified_balanced_rl,initial_rl
REC-3A05C5015F0779EF,TRN-043D6AAE0345E974,B,stratified_balanced_rl,initial_rl
REC-3A4862F3781AC3D2,TRN-E434B7AA14909610,C,stratified_balanced_rl,initial_rl
REC-3A5F6BDA24AA7AD6,TRN-02B4F104D975A6CC,C,stratified_balanced_rl,initial_rl
REC-3A7C6D78E6978065,TRN-A8C0DFD0878441B4,B,stratified_balanced_rl,initial_rl
REC-3A85A60F881A0820,TRN-8EB7FC43FCBFD29E,C,stratified_balanced_rl,initial_rl
REC-3B3938DFDCCBF249,TRN-A04C08AC4A882C68,A,stratified_balanced_rl,initial_rl
REC-3B4301A64EA9D5E8,TRN-07851DE09074DAE5,A,stratified_balanced_rl,initial_rl
REC-3BAB5173CEA20C6E,TRN-0BB012A2579CB880,B,stratified_balanced_rl,initial_rl
REC-3BCA65222F4B3127,TRN-8ECA0FA35F41B2C9,C,stratified_balanced_rl,initial_rl
REC-3BDC3CD111B96EF7,TRN-60E627128DB13ADA,A,stratified_balanced_rl,initial_rl
REC-3C127ED4CF11F046,TRN-6F45461F45EEEE4D,B,stratified_balanced_rl,initial_rl
REC-3C6A94763395E0B8,TRN-B67DBE6BCF1005FC,B,stratified_balanced_rl,initial_rl
REC-3C9FC2197B05428C,TRN-8CA2FD92D92C509C,B,stratified_balanced_rl,initial_rl
REC-3CA5A5C2C714E350,TRN-CED4419ECCF68376,A,stratified_balanced_rl,initial_rl
REC-3CAD176C49DD8402,TRN-B8DD4233BDD6D4F1,C,stratified_balanced_rl,initial_rl
REC-3D1598A1771BC94C,TRN-1F5BE0AF79E59639,A,stratified_balanced_rl,initial_rl
REC-3D1A479FD3B716E8,TRN-E5A72DE11656072B,B,stratified_balanced_rl,initial_rl
REC-3DB6118EE7A924B4,TRN-991236C7C78A20E2,A,stratified_balanced_rl,initial_rl
REC-3DE046A93A5CDD6D,TRN-58ED7E57CC11D0B9,B,stratified_balanced_rl,initial_rl
REC-3E497A00776748F6,TRN-4F560AA4CBD84708,C,stratified_balanced_rl,initial_rl
REC-3E5788D71851A3F8,TRN-608BB5393A53D209,B,stratified_balanced_rl,initial_rl
REC-3E5E39C868C23783,TRN-52209532020B2A8E,B,stratified_balanced_rl,initial_rl
REC-3E6CAA632EE2D6AC,TRN-569D2F130D41BBB9,A,stratified_balanced_rl,initial_rl
REC-3F1BDDF32F319EDC,TRN-F778BA2DEE20703D,A,stratified_balanced_rl,initial_rl
REC-3F26D1810A7A99E1,TRN-B29CB7F7A61EB3B0,B,stratified_balanced_rl,initial_rl
REC-3F958025F2E5A5C7,TRN-E54CDFA8C0B8F2CE,A,stratified_balanced_rl,initial_rl
REC-3FC3177A1C7CB81E,TRN-35204140A221ABB0,A,stratified_balanced_rl,initial_rl
REC-40124F294E294AA5,TRN-0899755D830DF34C,A,stratified_balanced_rl,initial_rl
REC-401C12FEE475D5EE,TRN-792181F3117EF7FA,C,stratified_balanced_rl,initial_rl
REC-404D3DC1C2F71B62,TRN-88351D9F82EF69A2,A,stratified_balanced_rl,initial_rl
REC-40656C00A7659491,TRN-913E024CB4A9453B,C,stratified_balanced_rl,initial_rl
REC-40DECB43236AF533,TRN-FEB42201C84D7914,A,stratified_balanced_rl,initial_rl
REC-4170CCF1FC70AF77,TRN-BF89229EC051008D,C,stratified_balanced_rl,initial_rl
REC-419CA737B9F7ABD3,TRN-A84041E7BEE2AAD6,B,stratified_balanced_rl,initial_rl
REC-41DF7C9603D7E729,TRN-E39FA775FD76346D,A,stratified_balanced_rl,initial_rl
REC-425496169AAE9138,TRN-34BEC79B61F8C1F8,A,stratified_balanced_rl,initial_rl
REC-42694668834FFB77,TRN-5DDD6B279462E984,C,stratified_balanced_rl,initial_rl
REC-42B3E437AFB2A89D,TRN-934C93F7B669D8CF,C,stratified_balanced_rl,initial_rl
REC-42ED3DBA35025E01,TRN-1120B3C98B9E4953,C,stratified_balanced_rl,initial_rl
REC-42F2D07004AFF1BE,TRN-419990AD31486C91,C,stratified_balanced_rl,initial_rl
REC-4315F37FD2A12449,TRN-A2EEDEA25E74D459,B,stratified_balanced_rl,initial_rl
REC-432792F125164EF8,TRN-B3C55D8DB0231133,C,stratified_balanced_rl,initial_rl
REC-43307E5547080CEC,TRN-7F0221A78A754DB2,C,stratified_balanced_rl,initial_rl
REC-4362FE7B6234C046,TRN-2A519A49ED4E5285,A,stratified_balanced_rl,initial_rl
REC-436839510C541225,TRN-ED776249A679A325,A,stratified_balanced_rl,initial_rl
REC-439BACFB1EAC7EF4,TRN-56B20139059736EE,C,stratified_balanced_rl,initial_rl
REC-43A9612AF738081C,TRN-45192E70F65E1120,A,stratified_balanced_rl,initial_rl
REC-43B640ED9127E79E,TRN-2340C335E04C0A57,B,stratified_balanced_rl,initial_rl
REC-43BB6B9D625BB41F,TRN-EAD13991C16C83D6,B,stratified_balanced_rl,initial_rl
REC-43CDE4B77F4F2B28,TRN-B89990820777FF0C,A,stratified_balanced_rl,initial_rl
REC-43E5D673C9C64078,TRN-1F1F399B2C65AC9A,A,stratified_balanced_rl,initial_rl
REC-43F9A8111065D035,TRN-0205DD004932A1B8,A,stratified_balanced_rl,initial_rl
REC-441D73B8ACE728B7,TRN-0EEAB24362E89292,A,stratified_balanced_rl,initial_rl
REC-44D90EB79C287AE1,TRN-C8A78DF08DF3AA2D,A,stratified_balanced_rl,initial_rl
REC-44D9EB26ECF82E56,TRN-C03907E4B90E6E2D,B,stratified_balanced_rl,initial_rl
REC-44EC43297C30CA0C,TRN-D095A6067FA63420,B,stratified_balanced_rl,initial_rl
REC-4505524800BABFD6,TRN-BB6798FEE54BD2E9,B,stratified_balanced_rl,initial_rl
REC-4548BCE9DC261983,TRN-E064AC154983B6C1,C,stratified_balanced_rl,initial_rl
REC-455F0A0E4ED4C4EB,TRN-0FC8D0F8F2CE0BEE,B,stratified_balanced_rl,initial_rl
REC-45EC69CE19492B3E,TRN-A6355D25CB6C82A5,B,stratified_balanced_rl,initial_rl
REC-45F1CB3656F431B6,TRN-B2ED1B6EC757B2DA,C,stratified_balanced_rl,initial_rl
REC-45F45F1D856695AA,TRN-10D84CC3567722A3,C,stratified_balanced_rl,initial_rl
REC-460EA131D9545C3F,TRN-065B9866E9E3B336,A,stratified_balanced_rl,initial_rl
REC-46404F479CB1FAE4,TRN-261BF8BE1CF05169,A,stratified_balanced_rl,initial_rl
REC-468F62BE2D6F3C75,TRN-73A1EF8AF1B48060,A,stratified_balanced_rl,initial_rl
REC-46A0581D0BE2FF6B,TRN-92D68104D1899059,A,stratified_balanced_rl,initial_rl
REC-46CDB6FD34240BE8,TRN-E23DAC64A1042EFB,A,stratified_balanced_rl,initial_rl
REC-475AF392B59FBABB,TRN-8A7C9D47E1019AF6,B,stratified_balanced_rl,initial_rl
REC-47B034F30DF35D32,TRN-51063D8B35947FC5,A,stratified_balanced_rl,initial_rl
REC-47C58F4AFA853381,TRN-EE714E6360FA87B0,C,stratified_balanced_rl,initial_rl
REC-47C9B47AB997468F,TRN-5E67CE6BF09CB45B,C,stratified_balanced_rl,initial_rl
REC-48676853C1EEA145,TRN-B385326B523BE71C,A,stratified_balanced_rl,initial_rl
REC-4868456027E64B37,TRN-B9849CF0F54616B1,A,stratified_balanced_rl,initial_rl
REC-487064179EEF47B2,TRN-1B00DF1DC6E577D8,B,stratified_balanced_rl,initial_rl
REC-4899E7276B192FFA,TRN-6ACDF7F711E60A25,A,stratified_balanced_rl,initial_rl
REC-48C0E5D2B2463E0A,TRN-862B35FF7992B6C3,B,stratified_balanced_rl,initial_rl
REC-4908549DAE395F7D,TRN-18DF01D17EB789A1,C,stratified_balanced_rl,initial_rl
REC-490FB880E162AEE1,TRN-D1F8F9FC3EDB3503,B,stratified_balanced_rl,initial_rl
REC-493BBAF0F0F153C0,TRN-AD84B925F8A722A0,B,stratified_balanced_rl,initial_rl
REC-49484FBAED1B8D3C,TRN-46F63082D3D21C9A,C,stratified_balanced_rl,initial_rl
REC-494A53AA12F4F020,TRN-9B4DA2EAC367A3AC,A,stratified_balanced_rl,initial_rl
REC-497C0299D48036A1,TRN-63FE7F30BB171711,C,stratified_balanced_rl,initial_rl
REC-49CE1CCD67856BFC,TRN-9CCBFA6DAB9ACECE,A,stratified_balanced_rl,initial_rl
REC-49D3C619E9AB7DC8,TRN-D00EF8AAF99997DA,C,stratified_balanced_rl,initial_rl
REC-49FC3B36F2956E26,TRN-D7D302227A8C67D5,A,stratified_balanced_rl,initial_rl
REC-4A02250196B6C8A1,TRN-4BAFAAB7316C6E83,C,stratified_balanced_rl,initial_rl
REC-4A2588EDC5DF1F4D,TRN-765FA506FDE081E1,A,stratified_balanced_rl,initial_rl
REC-4A68F825F5A9F9A2,TRN-E8828B6779F7FA7F,A,stratified_balanced_rl,initial_rl
REC-4A70EBFB54821365,TRN-7C6FDB6631101BFA,B,stratified_balanced_rl,initial_rl
REC-4ADF41D921E1AFE7,TRN-01D424C4172881C6,C,stratified_balanced_rl,initial_rl
REC-4B37709D9A2D7168,TRN-696B4832C7176A17,A,stratified_balanced_rl,initial_rl
REC-4B3808BDE702856E,TRN-B451117966A32AFD,C,stratified_balanced_rl,initial_rl
REC-4B61BF25CDF9943A,TRN-97F10F69B1B1BC72,C,stratified_balanced_rl,initial_rl
REC-4B655AE287947468,TRN-EDACB2C20270D69E,A,stratified_balanced_rl,initial_rl
REC-4B7A5C957EA04E14,TRN-C6739FC125CE50A0,C,stratified_balanced_rl,initial_rl
REC-4BA917BC1C34B1BE,TRN-5580553DF0EAB200,C,stratified_balanced_rl,initial_rl
REC-4BC316E2E7621B6F,TRN-332070BE625944E7,A,stratified_balanced_rl,initial_rl
REC-4BE6720F216FFD27,TRN-40A598E9C0EB1A3A,C,stratified_balanced_rl,initial_rl
REC-4C1EA73E9BD8797F,TRN-BBC1AB43EE920F3E,A,stratified_balanced_rl,initial_rl
REC-4C248BAF14E6E7EE,TRN-F5F4F8806228F3BC,A,stratified_balanced_rl,initial_rl
REC-4C388BD7307EFD6B,TRN-6115E0FF3FDF6633,C,stratified_balanced_rl,initial_rl
REC-4C744AB17C49E968,TRN-5B3A27630E24FCFF,A,stratified_balanced_rl,initial_rl
REC-4C787699EA9D4B75,TRN-B7A58406C2699487,C,stratified_balanced_rl,initial_rl
REC-4C8B0345595BA34B,TRN-9B36972BAAC0F4CC,A,stratified_balanced_rl,initial_rl
REC-4CC0ACC9D35A5FB4,TRN-7C9682D87D25FC2A,B,stratified_balanced_rl,initial_rl
REC-4CFFF4E779DA9004,TRN-30D0E87B64BD1662,A,stratified_balanced_rl,initial_rl
REC-4D10E49B2C2B8F9C,TRN-3FB4D6C0E2C4EAF4,A,stratified_balanced_rl,initial_rl
REC-4D1342AE3EA79271,TRN-45DF7DB7049FE3B7,B,stratified_balanced_rl,initial_rl
REC-4D834CBEC0D407CA,TRN-0CED7243A1D46BDB,B,stratified_balanced_rl,initial_rl
REC-4DF4137301BFAA4A,TRN-64FFC7A2F0C8DD82,B,stratified_balanced_rl,initial_rl
REC-4DF72A688C14DEEB,TRN-9F57DF48690C3B54,C,stratified_balanced_rl,initial_rl
REC-4E2CEAD49F76E4F0,TRN-FC7A93927885F99D,C,stratified_balanced_rl,initial_rl
REC-4E2FBA71BE97B629,TRN-2B0D9B2769395ED0,C,stratified_balanced_rl,initial_rl
REC-4E370CD6432AE043,TRN-2495235CA402A503,B,stratified_balanced_rl,initial_rl
REC-4E6F149708B3EDEA,TRN-3623EF94F1EDC173,A,stratified_balanced_rl,initial_rl
REC-4E757E4E31279908,TRN-60E35A500032C427,A,stratified_balanced_rl,initial_rl
REC-4E844101AC4F70B9,TRN-8D4F3395B2E9C499,C,stratified_balanced_rl,initial_rl
REC-4EB79427687D4552,TRN-4F1845EE4972DAE6,C,stratified_balanced_rl,initial_rl
REC-4EEF8DF0F1A4A329,TRN-2E39908090393B05,C,stratified_balanced_rl,initial_rl
REC-4EF027BD728024CA,TRN-088E89A8F4A56323,B,stratified_balanced_rl,initial_rl
REC-4F21B1202A7AC37F,TRN-DB233E34ACBDCBE5,B,stratified_balanced_rl,initial_rl
REC-4F8FE7B06E33EDC4,TRN-9A0D1993AA1B05BC,C,stratified_balanced_rl,initial_rl
REC-4F9F21BABC438642,TRN-CFC669B0DB39C310,C,stratified_balanced_rl,initial_rl
REC-5037215EFF497377,TRN-B003B640A697AEAD,B,stratified_balanced_rl,initial_rl
REC-504595051B234AB7,TRN-E0C080D7584B3554,C,stratified_balanced_rl,initial_rl
REC-506D87EA60D11B53,TRN-B911A651D0B03625,A,stratified_balanced_rl,initial_rl
REC-507055F66ED316E6,TRN-BA96FC8CC7746FF0,B,stratified_balanced_rl,initial_rl
REC-50709F1EA08F9425,TRN-BB3436FACBA3BFC7,B,stratified_balanced_rl,initial_rl
REC-50DC1EED3CA5BB45,TRN-E3ECAA718D008292,C,stratified_balanced_rl,initial_rl
REC-50FEE49A48B71939,TRN-3E033B2BBC7D4E36,A,stratified_balanced_rl,initial_rl
REC-514A71E1EC5ED538,TRN-57F473042C32D353,B,stratified_balanced_rl,initial_rl
REC-515848C205865719,TRN-6ACB8BB958ED6D15,B,stratified_balanced_rl,initial_rl
REC-5178FA8D9E1387C4,TRN-0931040AC4049D75,A,stratified_balanced_rl,initial_rl
REC-51DB7139AB38355E,TRN-BF44E4C23C980D45,C,stratified_balanced_rl,initial_rl
REC-51E450367563B258,TRN-76ABDF016785D4E3,A,stratified_balanced_rl,initial_rl
REC-51EDBF3C7D622C0E,TRN-3A97C2AA76BCDA42,A,stratified_balanced_rl,initial_rl
REC-52017524730A51EE,TRN-E47969678BA49ABD,B,stratified_balanced_rl,initial_rl
REC-520D44C08E36C4DD,TRN-72594FD5DA257D05,A,stratified_balanced_rl,initial_rl
REC-521D696CC84FCE0F,TRN-B2257B2204708DD3,A,stratified_balanced_rl,initial_rl
REC-521F292839220FE7,TRN-FC39B61A3667B65B,B,stratified_balanced_rl,initial_rl
REC-5283B13E6F8624FA,TRN-87BFEC337185A43B,B,stratified_balanced_rl,initial_rl
REC-52F79A22B8C022B1,TRN-D360A477B31212A9,A,stratified_balanced_rl,initial_rl
REC-530CC85CA696A6E6,TRN-A4B33D3C154A7D31,A,stratified_balanced_rl,initial_rl
REC-531952A2B827BFB3,TRN-6019F5643DA06001,B,stratified_balanced_rl,initial_rl
REC-5319D13C0E44D35F,TRN-F7A5331816DB75A0,A,stratified_balanced_rl,initial_rl
REC-5331362AF7A128A3,TRN-462E0871654D8E79,A,stratified_balanced_rl,initial_rl
REC-5338B782FC5C32E6,TRN-64EAC9A9263E624E,A,stratified_balanced_rl,initial_rl
REC-533A9475347D770C,TRN-7EF0A52DAF585A2A,A,stratified_balanced_rl,initial_rl
REC-5356DD6EA0C19BBF,TRN-C78D730FB19DB921,A,stratified_balanced_rl,initial_rl
REC-5383D8B14F5B200D,TRN-3E4385868968FDB7,C,stratified_balanced_rl,initial_rl
REC-5386CC8BDAA23593,TRN-62CD7A81E2F44F1C,C,stratified_balanced_rl,initial_rl
REC-53A0B6434A16B9AF,TRN-6CECE11302C194B4,B,stratified_balanced_rl,initial_rl
REC-53E994225865E4B9,TRN-43F8AFB4C8FBB0DC,B,stratified_balanced_rl,initial_rl
REC-540427FFFD3C49C3,TRN-2FCCA9C1ED0F1F4E,B,stratified_balanced_rl,initial_rl
REC-54350EC5763C57D3,TRN-190AA14AAF5FD0E7,B,stratified_balanced_rl,initial_rl
REC-54A043ACDDF55E4B,TRN-89BF476CC91A2F8C,B,stratified_balanced_rl,initial_rl
REC-54A59261B399235D,TRN-14F20B4E1FAF6819,A,stratified_balanced_rl,initial_rl
REC-54AD5760D5004317,TRN-7EDCC55E624D8E37,A,stratified_balanced_rl,initial_rl
REC-54BAE52E8AF58A4A,TRN-8004A797C0EAE67D,C,stratified_balanced_rl,initial_rl
REC-54DD5F95193E93AE,TRN-D57BF801AD2472C4,B,stratified_balanced_rl,initial_rl
REC-553434C4920F115A,TRN-432B705558387E2E,C,stratified_balanced_rl,initial_rl
REC-5571A48A9AB64A8B,TRN-9801284CA0627CB2,C,stratified_balanced_rl,initial_rl
REC-5593426DF9A67B8C,TRN-EDB3B8A409B4336E,A,stratified_balanced_rl,initial_rl
REC-559466B2BE43EC8C,TRN-F1373CBE330D6EFD,B,stratified_balanced_rl,initial_rl
REC-55B481D825A3F819,TRN-358EB7EAC6EB76FF,B,stratified_balanced_rl,initial_rl
REC-55BD95E20EDD6D20,TRN-892B85C5C3E5172C,A,stratified_balanced_rl,initial_rl
REC-55DDBE5352815DD9,TRN-BA254DD340CC88B3,B,stratified_balanced_rl,initial_rl
REC-55E06FFD745D4796,TRN-6361D41B103B9197,A,stratified_balanced_rl,initial_rl
REC-55EC43FC8BED42DE,TRN-5FD717A1D643EFCA,A,stratified_balanced_rl,initial_rl
REC-55FB25DAC40D8791,TRN-8475C3E52E202D86,C,stratified_balanced_rl,initial_rl
REC-566E0F58FA7ED661,TRN-FDFF918A255F03A1,A,stratified_balanced_rl,initial_rl
REC-56E9880AED5998FE,TRN-266913FFCAA1B48D,C,stratified_balanced_rl,initial_rl
REC-57107DF49EBEB789,TRN-9F2A28E7D4619BF1,C,stratified_balanced_rl,initial_rl
REC-575C9BE3F9E1ABF5,TRN-FD2A9D7375AE203F,B,stratified_balanced_rl,initial_rl
REC-5761DB657BAA9CE1,TRN-06BFA483A2457002,B,stratified_balanced_rl,initial_rl
REC-576762155656ED10,TRN-49DC81F993C6A74D,B,stratified_balanced_rl,initial_rl
REC-57859F753D6915C2,TRN-42EFDE4D90D30B6F,A,stratified_balanced_rl,initial_rl
REC-5794A5431AD90E2A,TRN-AD8F6446B59DA959,A,stratified_balanced_rl,initial_rl
REC-57FA94CCEBE152FC,TRN-6690FA199629FF9C,A,stratified_balanced_rl,initial_rl
REC-5815C8C471169B62,TRN-89BF729F458C5C2B,B,stratified_balanced_rl,initial_rl
REC-5826BE449F561E03,TRN-1A4CCBA95886AD24,A,stratified_balanced_rl,initial_rl
REC-5839B2F9EAE20338,TRN-934EB5BAB44B079D,B,stratified_balanced_rl,initial_rl
REC-58A4F48A6B7D63B0,TRN-C60797814E1A0232,B,stratified_balanced_rl,initial_rl
REC-58FF114D62506964,TRN-373B762ED3BA8AD1,C,stratified_balanced_rl,initial_rl
REC-5900A3BB34481581,TRN-44725D5E3D1CEC41,A,stratified_balanced_rl,initial_rl
REC-59078559CFAC6E7C,TRN-6D675F6E769B2D26,C,stratified_balanced_rl,initial_rl
REC-591157BC2AA25546,TRN-F4DF3807353D9A93,A,stratified_balanced_rl,initial_rl
REC-591600F942A5A966,TRN-828CF7D80E0ADB47,C,stratified_balanced_rl,initial_rl
REC-5922C44AE04FADBA,TRN-EFD47EC93E695E25,C,stratified_balanced_rl,initial_rl
REC-5935F9E1376B87F0,TRN-77A31533D6A6FEF3,C,stratified_balanced_rl,initial_rl
REC-593680C6319295A7,TRN-B9E4FEA4AD7ACF54,B,stratified_balanced_rl,initial_rl
REC-5937791A37D9398C,TRN-26EDCF5F9E369D98,C,stratified_balanced_rl,initial_rl
REC-596F1452FF766D0D,TRN-03A40B134B795BB5,C,stratified_balanced_rl,initial_rl
REC-59A4A8FD9C363CB6,TRN-8212018D8DCBE205,C,stratified_balanced_rl,initial_rl
REC-59B83129614C3FEF,TRN-659E8FFC70338B8E,C,stratified_balanced_rl,initial_rl
REC-59F01419D79EBB0A,TRN-159369C8989C4ACE,C,stratified_balanced_rl,initial_rl
REC-59FD22B0704AE17D,TRN-A915DFF428690870,B,stratified_balanced_rl,initial_rl
REC-5A12C10DD1E6C2A8,TRN-58581DEA8E18B33A,C,stratified_balanced_rl,initial_rl
REC-5A623C40D55118B1,TRN-65757554D07F458F,C,stratified_balanced_rl,initial_rl
REC-5A642F29495F6759,TRN-8A9DC12866DC6CD7,C,stratified_balanced_rl,initial_rl
REC-5A9351EBF0221BEA,TRN-FCDC8B50ABFE690D,C,stratified_balanced_rl,initial_rl
REC-5AA51D963FB2BA0D,TRN-4A9135581C9546C1,C,stratified_balanced_rl,initial_rl
REC-5ADF8D48C57DB7F3,TRN-3A50D961982854D9,C,stratified_balanced_rl,initial_rl
REC-5AF76F3BDB330B3F,TRN-5470D7149F53A430,C,stratified_balanced_rl,initial_rl
REC-5B0714C21C619D2B,TRN-A04EEAF13DCB3A03,B,stratified_balanced_rl,initial_rl
REC-5B1FB1DCAFC187C5,TRN-1DD9FA8E431F4928,B,stratified_balanced_rl,initial_rl
REC-5B3ACDF10258505F,TRN-29D8AFC7AD64EADE,C,stratified_balanced_rl,initial_rl
REC-5BB2DC49E4ECE95E,TRN-0F46C559D7CC748B,A,stratified_balanced_rl,initial_rl
REC-5BBBBAF81CCB183C,TRN-969D61CCA83856EB,A,stratified_balanced_rl,initial_rl
REC-5C5C0B13B2521957,TRN-21195DF8C0C1FC47,C,stratified_balanced_rl,initial_rl
REC-5C65F4C441191964,TRN-E49FB8CB2D0B6FAA,B,stratified_balanced_rl,initial_rl
REC-5CAFE6C78DF790F4,TRN-F8B802A4CEFE777F,C,stratified_balanced_rl,initial_rl
REC-5CB1812917F56B95,TRN-893F97694E7542D5,C,stratified_balanced_rl,initial_rl
REC-5CB95F44DD866007,TRN-AC54D518587B005D,C,stratified_balanced_rl,initial_rl
REC-5CF303617C1E2BF8,TRN-D188E7A41FDC94F9,A,stratified_balanced_rl,initial_rl
REC-5CF646E556D7933E,TRN-CC8DE3489B9F6046,A,stratified_balanced_rl,initial_rl
REC-5CF9FF918A665C1F,TRN-102247B14BD0505B,B,stratified_balanced_rl,initial_rl
REC-5D430078D9A1C6D6,TRN-E49C4CCA565C44B6,B,stratified_balanced_rl,initial_rl
REC-5D442F62AF08DDCB,TRN-786412DCEBC76672,B,stratified_balanced_rl,initial_rl
REC-5D5C7627B2888140,TRN-3EC8DD94CB72AA89,B,stratified_balanced_rl,initial_rl
REC-5D6C11A773F3AB6F,TRN-158F46491727C007,B,stratified_balanced_rl,initial_rl
REC-5D92B630E4AAB2F7,TRN-6252B6301F9959A3,B,stratified_balanced_rl,initial_rl
REC-5DBD2DB938FE127A,TRN-F50F2E0302E6578C,B,stratified_balanced_rl,initial_rl
REC-5DCFED2210157368,TRN-249C9534076F1560,A,stratified_balanced_rl,initial_rl
