anon_record_id,anon_instance_id,category,training_phase,record_occurrence
REC-1CD44DD72AD59342,TRN-0D3CA0438F8875BD,C,initial_expert_rl,1
REC-1CDF7773C1572C98,TRN-8F66F23A247AEED4,C,initial_expert_rl,1
REC-1D00E650DCA7046F,TRN-EFB731837AE10FDE,A,initial_expert_rl,1
REC-1D0645E30259021C,TRN-70E862F57E588087,C,initial_expert_rl,1
REC-1D0CBFB3D35D1766,TRN-0A98C3CFE7BEF32B,B,initial_expert_rl,1
REC-1D1157684C572C62,TRN-3C0C4991F9EEDF67,C,initial_expert_rl,1
REC-1D152A95BBE85F01,TRN-E63E3D4AAE50CA51,A,initial_expert_rl,1
REC-1D1ECDA75B066921,TRN-6D97E7D8C0EF95E4,C,initial_expert_rl,1
REC-1D21AC82F25F97C9,TRN-F1FD519947E3FA33,C,initial_expert_rl,1
REC-1D3510019393B7FA,TRN-19789970275ECD26,C,initial_expert_rl,1
REC-1D457106AF690A3D,TRN-7B58EBB0613736A7,B,initial_expert_rl,1
REC-1D581C50ABF2618D,TRN-3DF4DABEF63BF33C,A,initial_expert_rl,1
REC-1D85D6A68CE24E28,TRN-E1495BC6D4551298,A,initial_expert_rl,1
REC-1D95B5F5B42723D3,TRN-B6F39447C781B05D,C,initial_expert_rl,1
REC-1D95C1D50BD0152E,TRN-00B8098A9CE4AEE9,B,initial_expert_rl,1
REC-1D96D6E988DE9500,TRN-5BF17F083743163D,B,initial_expert_rl,1
REC-1DAEF3E4370886D6,TRN-2201171670D0E79D,C,initial_expert_rl,1
REC-1E2AC6247A1814F5,TRN-95C3FCD290C725D6,C,initial_expert_rl,1
REC-1E4348A1ED41A18E,TRN-1ABAA35A312CFC97,C,initial_expert_rl,1
REC-1E481F7963D46E90,TRN-2031B8ADA3954970,C,initial_expert_rl,1
REC-1E63B864825384D1,TRN-6DEB4537B400BF99,C,initial_expert_rl,1
REC-1E74D952EB60A247,TRN-A9BFEDDAE868285E,B,initial_expert_rl,1
REC-1EBB8AEC6FB88A4C,TRN-1AC981DD6E28E1BC,A,initial_expert_rl,1
REC-1EC8D53A0508BEA3,TRN-007FF158D422FD8D,C,initial_expert_rl,1
REC-1ED021467450EE05,TRN-90FA588A8DDD8E76,A,initial_expert_rl,1
REC-1ED3C5CC7011F56B,TRN-7FA33180991889F3,C,initial_expert_rl,1
REC-1EF3214F2E4CB4BD,TRN-82CAFFC37D65A214,B,initial_expert_rl,1
REC-1EF8FB08DAD75D2F,TRN-5CB6D61104F1DA6D,A,initial_expert_rl,1
REC-1EFD392D629FB90C,TRN-1B0D1DA8E42416E2,B,initial_expert_rl,1
REC-1F162D57A0D846BF,TRN-9FE3DA9BCDA63D8A,C,initial_expert_rl,1
REC-1F23BB974928A87E,TRN-555CE53D09CE9C76,A,initial_expert_rl,1
REC-1F4BEFAF203AAF3A,TRN-7B87C5A93379DC3A,C,initial_expert_rl,1
REC-1F5BB543562354CE,TRN-36221B7BEC9C2C34,A,initial_expert_rl,1
REC-1F688E4910A39862,TRN-C7AB22B27DAA4DA9,A,initial_expert_rl,1
REC-1F8F141E91D0AC75,TRN-B84422165AF2200D,A,initial_expert_rl,1
REC-1FEE28F10F79C7F8,TRN-81E6BFFE18CAF93B,C,initial_expert_rl,1
REC-201D951909E98947,TRN-2286B985DE0F1547,A,initial_expert_rl,1
REC-2021A426026BDE23,TRN-CB630BE84CD67CD0,B,initial_expert_rl,1
REC-20335496DEA39D68,TRN-724EA6045F79CD9B,A,initial_expert_rl,1
REC-2051ABAF05D079F6,TRN-93B9AD6CD890346D,A,initial_expert_rl,1
REC-20695065A470FF61,TRN-7010340C179CAF7D,A,initial_expert_rl,1
REC-20727D07DBC05581,TRN-2A409A4018F50148,C,initial_expert_rl,1
REC-208289A886D1FC41,TRN-4DB797206DAB2D50,C,initial_expert_rl,1
REC-20AE54827422FB6F,TRN-90B4AE1A915020DD,C,initial_expert_rl,1
REC-20C7E0B0A61F06FE,TRN-5E8F0DA93C231EC0,C,initial_expert_rl,1
REC-20DC620D0D8FA86C,TRN-BC00A8DEAAA2550A,C,initial_expert_rl,1
REC-20DD6909A0CB2D5C,TRN-1B3DCEA8E6663E44,A,initial_expert_rl,1
REC-20E1FC5DD44C83DE,TRN-C29DAD3E897ED275,C,initial_expert_rl,1
REC-20F6771C40BA64E4,TRN-349B78041165F5A9,C,initial_expert_rl,1
REC-2112F91894FF322B,TRN-5A28B15AAF8D50A8,C,initial_expert_rl,1
REC-2142602CC6FCA685,TRN-4E3E2CDCEFEE357C,A,initial_expert_rl,1
REC-216B0B20C34E2546,TRN-C1F256A7F94E901D,C,initial_expert_rl,1
REC-21721BBCAAAC3A3A,TRN-D2B3C2A69C243B7D,C,initial_expert_rl,1
REC-217F1DB80D508E6D,TRN-09377B1053F4B9EC,C,initial_expert_rl,1
REC-218BD7B2F4BED03E,TRN-FCA196788C11EAC7,C,initial_expert_rl,1
REC-21959733F5A857B1,TRN-EF09E751F64FBA23,C,initial_expert_rl,1
REC-21A4F8053A3EE4B6,TRN-5236C8E86CBAB351,C,initial_expert_rl,1
REC-21AD6B14FAB1E289,TRN-2A4B95A0BF5A12F7,C,initial_expert_rl,1
REC-21B4BD0E2FCF4E54,TRN-C1D1C8987D7AEDC7,C,initial_expert_rl,1
REC-21BE786B3394057D,TRN-61B8E562C1B8818A,C,initial_expert_rl,1
REC-21ECCFDFE85F7B65,TRN-5978963EB3ABD45D,B,initial_expert_rl,1
REC-223779DA10E78D23,TRN-EBEB5D559B9AA5A5,C,initial_expert_rl,1
REC-223F23D739B637A5,TRN-19B2F6CE13FB10CC,C,initial_expert_rl,1
REC-2257260434BF2FB6,TRN-9F29533D73EE53B0,B,initial_expert_rl,1
REC-225EE8462D1CA7B9,TRN-9C4F4F1E5DA6DF79,C,initial_expert_rl,1
REC-2281F7080F6259B3,TRN-2CC503BBD7B96FD6,A,initial_expert_rl,1
REC-229859B24877C032,TRN-5B1F8AA40990EE16,A,initial_expert_rl,1
REC-2298BB3435F12DE4,TRN-F392CCBE0F057D03,A,initial_expert_rl,1
REC-229A7F2974B538A1,TRN-0C71AB0A2612E503,C,initial_expert_rl,1
REC-22BFFE0E53C485F7,TRN-EF9F937BC86230AD,A,initial_expert_rl,1
REC-23396E3F0DC4667D,TRN-BDBACFEE5743A6AF,C,initial_expert_rl,1
REC-23491B764AA9B401,TRN-6D5BFA5426CD0B38,B,initial_expert_rl,1
REC-2349D6A1AA41AFE2,TRN-B2CAD1D3F892FD3C,A,initial_expert_rl,1
REC-238231EED553C1B1,TRN-48A0399C58DC7951,A,initial_expert_rl,1
REC-238BE62A100A2A1E,TRN-E3E62973CC004D4F,B,initial_expert_rl,1
REC-23A05D1E5EC64047,TRN-61576D67857E3FFD,C,initial_expert_rl,1
REC-23A36F91141587F5,TRN-BAF420FEF9BCF182,C,initial_expert_rl,1
REC-23A9C38B0A9D9553,TRN-8A863DB31A804554,C,initial_expert_rl,1
REC-23F64464A41F6D01,TRN-B24BFA9EFBC6AE32,C,initial_expert_rl,1
REC-23FC6116677C9A05,TRN-5B49A5E856A003FA,B,initial_expert_rl,1
REC-241A3E93E17F1561,TRN-72A507BF965C5668,C,initial_expert_rl,1
REC-241F1CEE62886125,TRN-3EFBC2321692E1AC,C,initial_expert_rl,1
REC-243388F6C704C946,TRN-B7D562CDD4D5FAF4,C,initial_expert_rl,1
REC-2447AFBF5BDABF09,TRN-58316325BD5616FC,C,initial_expert_rl,1
REC-24494DA1C1E54CFA,TRN-1391D7404BAE3934,B,initial_expert_rl,1
REC-244DF565F544FF6F,TRN-AD63A38AE986DEE6,C,initial_expert_rl,1
REC-2470216517E3CF0A,TRN-A3E6D6670C34D921,B,initial_expert_rl,1
REC-24A0CEF8E5313728,TRN-44196D2C657E606C,C,initial_expert_rl,1
REC-24A13A7A32FDC4AA,TRN-453EBC07D51894BC,C,initial_expert_rl,1
REC-24A4B39A1CD85876,TRN-D18EE59E3F730271,C,initial_expert_rl,1
REC-24C31A763390A186,TRN-B52859AA92B16B65,A,initial_expert_rl,1
REC-24D679BBFB644FB6,TRN-99588F03F9A38AC0,C,initial_expert_rl,1
REC-24D683BFA5A11B68,TRN-4FC474A5C59E5273,B,initial_expert_rl,1
REC-24FD3B0967B8CDDF,TRN-3D4DDE0588642DA3,C,initial_expert_rl,1
REC-256D815ACC208141,TRN-5399E41EF3BF4DF2,A,initial_expert_rl,1
REC-2596D787EE19E046,TRN-7A79619B5190D57C,C,initial_expert_rl,1
REC-25AF7C7A1D69CF26,TRN-5DDAADD0B7C2C8D5,A,initial_expert_rl,1
REC-25B3A6F24DA72060,TRN-CC9A2D378D6A85E2,A,initial_expert_rl,1
REC-25B8C4C4DEBC79F8,TRN-3FB641583E1B1F1A,C,initial_expert_rl,1
REC-25E8DAAA37DAC617,TRN-B3DE7C8968B7BE51,B,initial_expert_rl,1
REC-2618BEC009E3504D,TRN-A5796660A441CCC0,C,initial_expert_rl,1
REC-261C107596E6C6B3,TRN-687A3CD29B63683E,A,initial_expert_rl,1
REC-262C4BD57235E815,TRN-1E48B1DE996A67BB,B,initial_expert_rl,1
REC-262FE3B87B21EAEE,TRN-061D5FA69CECE1E3,C,initial_expert_rl,1
REC-2639916F5DD4615A,TRN-A4E8A9408B3FFBEC,C,initial_expert_rl,1
REC-267673E98EBAA640,TRN-C098E0B0F4327ADE,C,initial_expert_rl,1
REC-268091D80DD726F4,TRN-DEF0DA5DA9F98956,B,initial_expert_rl,1
REC-26A563C66FC33A5E,TRN-C23C76E9E8BD4010,C,initial_expert_rl,1
REC-26B8DCB8E6755146,TRN-9899AF6FAD4DC891,B,initial_expert_rl,1
REC-26CFA3D7A16209E5,TRN-A5088AFE4CAF7BDF,C,initial_expert_rl,1
REC-26D7EFE5F4B4CE54,TRN-4A82A04CEAB1C52A,C,initial_expert_rl,1
REC-26DB7954C8BB9709,TRN-6AEE3E628BB9A196,C,initial_expert_rl,1
REC-26F8ACBE444A92F4,TRN-B468984B027C0F4F,C,initial_expert_rl,1
REC-27058DFBF8928141,TRN-58D55015CCF1CD70,C,initial_expert_rl,1
REC-271D184BF71EF089,TRN-6FE6F173382FB10E,C,initial_expert_rl,1
REC-273299286E7F85B9,TRN-7A22BEFB83E71732,B,initial_expert_rl,1
REC-2790C1DB50FE6F0A,TRN-184FBF3262F11E46,C,initial_expert_rl,1
REC-279860D6091E569C,TRN-827206087B28B12D,A,initial_expert_rl,1
REC-27C9076B5482EB53,TRN-976EC5F544D3CBA1,C,initial_expert_rl,1
REC-27E2B8B14D61A438,TRN-E3C979505FB7F6F3,A,initial_expert_rl,1
REC-2816C45325F783AE,TRN-E709BEB7F9BE0AEC,B,initial_expert_rl,1
REC-2820A5734C2BE25E,TRN-8F99C0A7426E9B3D,C,initial_expert_rl,1
REC-28247546B43E3F6E,TRN-C5F23F9602C5B9B6,C,initial_expert_rl,1
REC-28438E240DFB2983,TRN-065E9743E2D37BA2,C,initial_expert_rl,1
REC-2849EC67B1B35927,TRN-3C64970696B305C0,A,initial_expert_rl,1
REC-2863237C82D1CCCD,TRN-749A8FABE187D4B1,C,initial_expert_rl,1
REC-286E61691947D0E8,TRN-3A84A15C4714103B,B,initial_expert_rl,1
REC-287464846BA550AB,TRN-25114C633BEB93D5,A,initial_expert_rl,1
REC-287B167776272F2D,TRN-9F6E6E3C417FD114,C,initial_expert_rl,1
REC-28C0E1D393A43BBB,TRN-67F6A0120FDD1564,A,initial_expert_rl,1
REC-28C6A72AB1C8E2DB,TRN-A9A60F6867BB55B5,C,initial_expert_rl,1
REC-28D07247BFB942F8,TRN-46B3798B1CF7CC1C,C,initial_expert_rl,1
REC-28F390BC34531582,TRN-D4AE99F067D8F07E,A,initial_expert_rl,1
REC-28FEAAAE8A5F26D5,TRN-7CC9CC2CAC7ACC9D,B,initial_expert_rl,1
REC-2900CCC94E306C5B,TRN-D639E9033742C4B5,C,initial_expert_rl,1
REC-29301E421F698A8F,TRN-86DD03C3FF6946C2,C,initial_expert_rl,1
REC-2954B5AC846B8E5C,TRN-EA0D3C28E60D1046,C,initial_expert_rl,1
REC-297A30F462F15689,TRN-1B72A11A7D2D3F6E,C,initial_expert_rl,1
REC-29A35E5FBDE5D95C,TRN-ED545CD8ED5A9BB3,A,initial_expert_rl,1
REC-29D714DD963AF7B9,TRN-F900F3F35268D70A,A,initial_expert_rl,1
REC-29FCC1431B583948,TRN-CEB0F66CC9EA5948,A,initial_expert_rl,1
REC-2A232E6483335608,TRN-D0038A39E6ED3609,C,initial_expert_rl,1
REC-2A49F556C5E626C2,TRN-F6083703318AC62F,C,initial_expert_rl,1
REC-2A4F70F7C39CD215,TRN-AA818A55A0A61C0A,A,initial_expert_rl,1
REC-2A5580B2FFFC0F66,TRN-35EEB80E4314EDD2,B,initial_expert_rl,1
REC-2A5A99CAB5AD012E,TRN-4ABE6D271D5B454E,B,initial_expert_rl,1
REC-2A64396CB3104E34,TRN-79784431F02D9ECC,C,initial_expert_rl,1
REC-2A66ABEBF08A602B,TRN-EAEC85A136EA13FF,C,initial_expert_rl,1
REC-2A85FEF962CFFFC8,TRN-3152676F820705F1,C,initial_expert_rl,1
REC-2A8816712B60B6F7,TRN-DCC30C7598C4210C,C,initial_expert_rl,1
REC-2ABE891F590E33EC,TRN-C3107FC1855C143C,C,initial_expert_rl,1
REC-2AC425CC51BF286B,TRN-8FFDFDDF4D8A833E,C,initial_expert_rl,1
REC-2ADDF9C282A21AF5,TRN-AD07872ED17B9F97,A,initial_expert_rl,1
REC-2B05B27D70BC5C42,TRN-56435A54537EF22A,C,initial_expert_rl,1
REC-2B0BB5CD15242DE8,TRN-3E2706F14686F5EE,C,initial_expert_rl,1
REC-2B1007D28AAFA34C,TRN-FD3DEA46CBFEE8C4,C,initial_expert_rl,1
REC-2B1FA369DDB3132A,TRN-3E90001672DBA6ED,C,initial_expert_rl,1
REC-2B207283ECA273A4,TRN-24726D7B2F26F253,A,initial_expert_rl,1
REC-2B3DA9F855C51039,TRN-746D65631FE72C06,C,initial_expert_rl,1
REC-2B5660E6075F746C,TRN-30D7D306F6B25E51,C,initial_expert_rl,1
REC-2B8155AA4F0000D0,TRN-999E8990B5CA3454,C,initial_expert_rl,1
REC-2B827010F078C8D9,TRN-269F4AF6341FD8EF,A,initial_expert_rl,1
REC-2B9AB3BB44104B85,TRN-33E983B672DCD72B,A,initial_expert_rl,1
REC-2BBB1503B4E8528B,TRN-495F999080DBB85D,B,initial_expert_rl,1
REC-2BCCEA611C3ED919,TRN-B1EAE1CB85886097,C,initial_expert_rl,1
REC-2BDA2963DA7E5EDF,TRN-1916B31E442EFDDD,C,initial_expert_rl,1
REC-2C0D0D44353E8C37,TRN-2A1A5B00DAE56878,B,initial_expert_rl,1
REC-2C153D1425CA8E94,TRN-13F5B14AFE4378D9,C,initial_expert_rl,1
REC-2C1652C9BD144681,TRN-0851A8C7250267EF,C,initial_expert_rl,1
REC-2C1CA563B0E64973,TRN-549881F46D3BECED,C,initial_expert_rl,1
REC-2C2F5A06708EE33F,TRN-FEBB480E052D6982,A,initial_expert_rl,1
REC-2C31A63AF5A8FAAB,TRN-10CF14E7DBC8C243,C,initial_expert_rl,1
REC-2C39B4E77DA3CB36,TRN-C9C8CD1049454F96,B,initial_expert_rl,1
REC-2C3AF90CED49E456,TRN-154E40EB1B9051B2,C,initial_expert_rl,1
REC-2C65FD12FD6EA1D5,TRN-43910A01B497A9C9,C,initial_expert_rl,1
REC-2C837EC3963F433C,TRN-AA545C296D3E058F,A,initial_expert_rl,1
REC-2CF0501C070B346D,TRN-38816213364B0EAA,C,initial_expert_rl,1
REC-2D14E9A781260753,TRN-8F12F5FA8F9BABEC,C,initial_expert_rl,1
REC-2D2ABA4C962F8A81,TRN-F5DC8AB11AA6CA83,C,initial_expert_rl,1
REC-2D487F61498ED251,TRN-0C56F488A781077C,C,initial_expert_rl,1
REC-2D4D283B82C33BE1,TRN-CBD60CF88370E75E,C,initial_expert_rl,1
REC-2D7404F0D80488DA,TRN-73652BD66DB3653D,C,initial_expert_rl,1
REC-2DD11F0DB154132B,TRN-62A8B2393EBE5D1C,B,initial_expert_rl,1
REC-2DD6B26D99512182,TRN-DECF8EB42319431E,B,initial_expert_rl,1
REC-2DF61004BCCBB385,TRN-810CAE38D0534407,C,initial_expert_rl,1
REC-2E13BC73F750F87B,TRN-D40866EECA870DF7,A,initial_expert_rl,1
REC-2E30E9738A40B330,TRN-B829965633CEA38A,B,initial_expert_rl,1
REC-2E43137278A17670,TRN-FCB5155CFBD40F52,C,initial_expert_rl,1
REC-2E471259F0B3FA9D,TRN-CB389C32A00377B3,C,initial_expert_rl,1
REC-2E641F00576C3758,TRN-A1DF22DCF90E6486,B,initial_expert_rl,1
REC-2E7F114F89A8CB4C,TRN-A89B3686D81C6D62,A,initial_expert_rl,1
REC-2E8D8090D19A4DBE,TRN-D07F0846C400F739,C,initial_expert_rl,1
REC-2E995C8F8E74602F,TRN-350828417A66BADA,C,initial_expert_rl,1
REC-2EB00F3F5E57A15B,TRN-47965EB1A171A322,C,initial_expert_rl,1
REC-2EC1DF6D325F41C7,TRN-92C2BAD546A9714D,C,initial_expert_rl,1
REC-2ED394FD21940DC0,TRN-F449318A8B257EBF,B,initial_expert_rl,1
REC-2EDEF77BC5545C60,TRN-968153092A21D6BD,B,initial_expert_rl,1
REC-2EDFBFD90BE2B761,TRN-C454E3F3E6172B50,B,initial_expert_rl,1
REC-2F161DE49780DB33,TRN-2856717292C1073C,C,initial_expert_rl,1
REC-2F18C83B190F4000,TRN-AF853C3105CC5B97,C,initial_expert_rl,1
REC-2F1D606ACDA1CA1B,TRN-DC90475814E043E8,A,initial_expert_rl,1
REC-2F2E72CC4884B655,TRN-53038F69DF0E4A53,C,initial_expert_rl,1
REC-2F2F8D70E7037F6F,TRN-ED57DEB00D329DBD,C,initial_expert_rl,1
REC-2F323474FD0A1E10,TRN-67B48930DEC4743D,B,initial_expert_rl,1
REC-2F3D68A7B1E67B04,TRN-B9231EC654800737,C,initial_expert_rl,1
REC-2F4F4CEFFD5449CD,TRN-A79476B517C3CF44,C,initial_expert_rl,1
REC-2F8CDAF838A8EA5D,TRN-A9A57D8B302A849C,C,initial_expert_rl,1
REC-2FA28A6A4C5EB039,TRN-35EB58372181B02B,C,initial_expert_rl,1
REC-3000D76A581F295A,TRN-8B533E6CE50EF032,C,initial_expert_rl,1
REC-30196FE0C65A18FD,TRN-FB8950E98373222A,C,initial_expert_rl,1
REC-302872D893D5F2E8,TRN-6603FC3A35F137BF,C,initial_expert_rl,1
REC-302D8D06BE39870D,TRN-A287004341238AED,C,initial_expert_rl,1
REC-3038D93CAE312D14,TRN-C8506A8419A46E8A,B,initial_expert_rl,1
REC-30403B9F6D0F9A1A,TRN-6F82872946752423,C,initial_expert_rl,1
REC-3043F0880FC9D4F4,TRN-BC608398A499E9A6,C,initial_expert_rl,1
REC-308B51820233B9CF,TRN-3BD94B266D78B7D8,C,initial_expert_rl,1
REC-30BB71705E4F5443,TRN-0A6311882239466D,A,initial_expert_rl,1
REC-30BDDA93F0F0BB2A,TRN-D50986189E944B6E,C,initial_expert_rl,1
REC-30C5B83D40B2A523,TRN-1E062D458663D212,B,initial_expert_rl,1
REC-30E4F123C0AC9CCA,TRN-FD9A2FC9BBEED5DC,C,initial_expert_rl,1
REC-30E8B7B6FF0927FD,TRN-8E725FED4A5FBB35,C,initial_expert_rl,1
REC-310E751646727D72,TRN-B5247A7B71A2A30C,C,initial_expert_rl,1
REC-313F2E3E74483779,TRN-907333981E4B0510,B,initial_expert_rl,1
REC-313FE9F89D5C78C1,TRN-E4CB5B9E9FD768B2,A,initial_expert_rl,1
REC-3146279E8AFA9E27,TRN-760D310C99777E91,C,initial_expert_rl,1
REC-315A865313761216,TRN-9A989D117F2C4049,A,initial_expert_rl,1
REC-315D3801F8AFA302,TRN-D83CD1D8471B5F7A,C,initial_expert_rl,1
REC-3174F959A809A5E3,TRN-09EB8161DE0475EC,B,initial_expert_rl,1
REC-319CCAEF9D99237F,TRN-8C336A8F29BE7D86,A,initial_expert_rl,1
REC-31ABB7D0A4308E4E,TRN-8BB187365E5410EE,C,initial_expert_rl,1
REC-31B40F316819A95E,TRN-3DBAA63F01B66CB4,C,initial_expert_rl,1
REC-31DE3B2E7891178E,TRN-B654D118B62E1B8A,C,initial_expert_rl,1
REC-32398528572BA594,TRN-6885522589BE6F40,A,initial_expert_rl,1
REC-323ECD52A473CAD6,TRN-F5A561F82FBC33DB,A,initial_expert_rl,1
REC-323F86DB3D4D2182,TRN-32109B9E82D45C8C,C,initial_expert_rl,1
REC-326287F21BCF1395,TRN-76FD977C9F2A8781,B,initial_expert_rl,1
REC-326CEB87E237E9EB,TRN-756717FE36F65889,B,initial_expert_rl,1
REC-327457548F92BA8B,TRN-8152219DBE680ACA,C,initial_expert_rl,1
REC-329B1E026F45FB3E,TRN-2A3006EE75435E66,B,initial_expert_rl,1
REC-32A49C4384C22688,TRN-2606FD9F7208E65F,B,initial_expert_rl,1
REC-32AE7B8277D3B7B2,TRN-A960F11794E52B3B,C,initial_expert_rl,1
REC-32C47D93CAF2326E,TRN-AA1AE10788F846B1,A,initial_expert_rl,1
REC-32D33B2A266AB78A,TRN-123D7F27F302B653,B,initial_expert_rl,1
REC-32D8AE8BBDB645F3,TRN-D7D6C4DC302CB3CB,C,initial_expert_rl,1
REC-32E2647378091267,TRN-A7294F17AD1465F8,C,initial_expert_rl,1
REC-330F217DC25E2F99,TRN-C1A4AD900FAE2E25,A,initial_expert_rl,1
REC-331A48E6D98B7861,TRN-6E936E958CE308DB,C,initial_expert_rl,1
REC-335D73EE7BD21D88,TRN-9C40F1D2B8F0ECF4,C,initial_expert_rl,1
REC-3375191E7D4DE39C,TRN-60381DE91E2F0192,C,initial_expert_rl,1
REC-33855D53E3980B65,TRN-3E5C6EB2CC825D66,A,initial_expert_rl,1
REC-33B40FE8F1267FFA,TRN-A66B655EF62A1B21,C,initial_expert_rl,1
REC-33B78479D29F0959,TRN-2A95EA48772B91BD,C,initial_expert_rl,1
REC-33E88FFE07D419E5,TRN-D41CC9B2746C0256,A,initial_expert_rl,1
REC-33F988D94FFBC5AA,TRN-724957405868C8A5,C,initial_expert_rl,1
REC-34551F186CAB70B5,TRN-717E867AEE862E54,C,initial_expert_rl,1
REC-34828871B34A2756,TRN-91ACCC89BF65F768,C,initial_expert_rl,1
REC-348FD094E94F344B,TRN-75D6609761D0E8CE,A,initial_expert_rl,1
REC-34AB85A562475C0B,TRN-A86642B789629A24,C,initial_expert_rl,1
REC-34BBC992BEC14520,TRN-EE5E19CFB9DB96D1,A,initial_expert_rl,1
REC-34D567163B60B5AA,TRN-47CBE510E46518DD,C,initial_expert_rl,1
REC-34E1C543F9B9B19C,TRN-E123055F8F26D4A7,A,initial_expert_rl,1
REC-351B76FCD274EBE9,TRN-CB04A27A0E6A4A54,B,initial_expert_rl,1
REC-35588CD7B5346172,TRN-D5C92E1BBC76E41B,C,initial_expert_rl,1
REC-3586BD04571863E5,TRN-1EBB70275777C11E,C,initial_expert_rl,1
REC-35A670A35BBE0067,TRN-53C59D76C9A8FD0D,C,initial_expert_rl,1
REC-35B4C6B97BE145FB,TRN-AAB083A94B49B18D,C,initial_expert_rl,1
REC-35C6044B23E89B22,TRN-D1C06EABFBB7ACDC,C,initial_expert_rl,1
REC-35DD39B3B11C8C13,TRN-25D6081797DA18CB,C,initial_expert_rl,1
REC-3603AFC6F4B1F5C3,TRN-DFFE3FD6C6ABEF94,C,initial_expert_rl,1
REC-363F8FF39DCB90BB,TRN-7C8F11E4D539076D,C,initial_expert_rl,1
REC-3649A65A98AF8EE9,TRN-A6E8CC36049FE63B,C,initial_expert_rl,1
REC-364DA4DDBEF0CC57,TRN-96A17591F49C9EA1,C,initial_expert_rl,1
REC-368FDBDD79F688C2,TRN-05F41A152137175D,C,initial_expert_rl,1
REC-369E56A161ACCD8F,TRN-F926956699868B79,A,initial_expert_rl,1
REC-36BF0E6D4538CDA3,TRN-9040B52FFA495EC0,C,initial_expert_rl,1
REC-36CA6BFEAB751C8C,TRN-FB275022E0CC75E2,A,initial_expert_rl,1
REC-36DD401D596D40AF,TRN-58600270F31AE8AA,B,initial_expert_rl,1
REC-36E327FF017DD773,TRN-A148746A25C404B3,A,initial_expert_rl,1
REC-36FFBED5C01B8A04,TRN-90B6F4DAE35A1246,C,initial_expert_rl,1
REC-371799BB4776F0FB,TRN-B72F0BA1CA4335C5,A,initial_expert_rl,1
REC-372C629F0E8E4088,TRN-189DF6EB5FEDBA7F,C,initial_expert_rl,1
REC-3740AC78A556F8C1,TRN-3C63B9524C79122E,A,initial_expert_rl,1
REC-378A4F66AF05DD02,TRN-537354BF8029EE6A,B,initial_expert_rl,1
REC-379686E6FA8F2C8B,TRN-7A09A4E02E9304B7,C,initial_expert_rl,1
REC-37A129A25DD2BD5B,TRN-BFE204B1151CA750,A,initial_expert_rl,1
REC-37BB2A7C167F6A7D,TRN-7A09BB0528E03899,C,initial_expert_rl,1
REC-37D1E55B3CD048B2,TRN-4773EEC432B4687C,B,initial_expert_rl,1
REC-37DE553EF8563420,TRN-B8B2C52775B171D7,C,initial_expert_rl,1
REC-37EBE030F4315226,TRN-F66C97C65530B806,B,initial_expert_rl,1
REC-380029EDFFECC38D,TRN-7587EC6ED711C6B5,A,initial_expert_rl,1
REC-380509D01BF45C03,TRN-8DCCF1D70EC77F3D,C,initial_expert_rl,1
REC-3821B30C8032A3F3,TRN-D47ED735B6A2C350,C,initial_expert_rl,1
REC-385366D2F90AEB8B,TRN-C21F6DAA8A86C0B2,C,initial_expert_rl,1
REC-385520A58388A50D,TRN-5ADC9BBEF0EDA71F,B,initial_expert_rl,1
REC-385AFE4C09666327,TRN-95F40F68A9882F10,B,initial_expert_rl,1
REC-38647F6DA1FABF80,TRN-B8F1558F49A011C7,C,initial_expert_rl,1
REC-3879E97A0AF919E2,TRN-51AD740491DF2B0C,C,initial_expert_rl,1
REC-388FA2FD9CCB41F5,TRN-EA599BE35B0E17F0,C,initial_expert_rl,1
REC-389C081027EA6230,TRN-D84C72D83BBABB94,C,initial_expert_rl,1
REC-38A441CA3AB0BD7A,TRN-93BE998C2FF7FE1A,C,initial_expert_rl,1
REC-38DBB5554F6D5110,TRN-2257D1FD71B0AF37,C,initial_expert_rl,1
REC-38F6765525734701,TRN-06223677706F6605,C,initial_expert_rl,1
REC-38FC2D4CB020EFEE,TRN-7AF61310E60736E3,A,initial_expert_rl,1
REC-393D650DD8FB7517,TRN-90B776A133B47ED5,C,initial_expert_rl,1
REC-393E56BD2792A779,TRN-325C4377EEF68A21,A,initial_expert_rl,1
REC-394065DC1D468964,TRN-8A57F2FF5744A39A,C,initial_expert_rl,1
REC-396D3F48923EBC72,TRN-7C8D032914508559,B,initial_expert_rl,1
REC-397705B728ABE7EF,TRN-9B336C22711040ED,B,initial_expert_rl,1
REC-397FE80D38288551,TRN-59BBA8FF646636BD,A,initial_expert_rl,1
REC-3984E58280F0A097,TRN-9FF0B59B967A7532,C,initial_expert_rl,1
REC-3989742BD4AF296C,TRN-E979ACC89206B6DA,C,initial_expert_rl,1
REC-398E9E73AE5CB464,TRN-C5E96001A5C0C26B,C,initial_expert_rl,1
REC-3991484FB18CDAB8,TRN-727113C3AE6E1A4C,C,initial_expert_rl,1
REC-3991E9CF098E49BF,TRN-9176A22DA7342B81,C,initial_expert_rl,1
REC-39AB56D390D314B0,TRN-63BB419F58B2BE4C,C,initial_expert_rl,1
REC-39B56F472AC1E9A0,TRN-CED317885EE44546,A,initial_expert_rl,1
REC-39B75D48950E5795,TRN-1841FCB77C14042D,C,initial_expert_rl,1
