anon_record_id,anon_instance_id,routing_group,training_phase,source_subset,record_occurrence
REC-322ADE27D35EB28C,TRN-0AE18283817142F8,U,pooled_joint_rl,rest_3954,1
REC-322FCE77F2C11C6C,TRN-DB7ACB7A35EE8E85,U,pooled_joint_rl,rest_3954,1
REC-32398528572BA594,TRN-6885522589BE6F40,A,pooled_joint_rl,initial_rl,1
REC-323A4C75B76E9B6B,TRN-76FCFD31355D20ED,U,pooled_joint_rl,rest_3954,1
REC-323ECD52A473CAD6,TRN-F5A561F82FBC33DB,A,pooled_joint_rl,initial_rl,1
REC-323F86DB3D4D2182,TRN-32109B9E82D45C8C,C,pooled_joint_rl,initial_rl,1
REC-32424D28BDA53F9C,TRN-93C6B8670AF80637,U,pooled_joint_rl,rest_3954,1
REC-3257C052DCB23A2E,TRN-414DCB6DBCEAA82B,U,pooled_joint_rl,rest_3954,1
REC-326287F21BCF1395,TRN-76FD977C9F2A8781,B,pooled_joint_rl,initial_rl,1
REC-326CEB87E237E9EB,TRN-756717FE36F65889,B,pooled_joint_rl,initial_rl,1
REC-327457548F92BA8B,TRN-8152219DBE680ACA,C,pooled_joint_rl,initial_rl,1
REC-3277ECD76D1C64C8,TRN-9F38733E5A63F8AB,U,pooled_joint_rl,rest_3954,1
REC-327B485F2182C85F,TRN-1ED5F8B479F9E66C,U,pooled_joint_rl,rest_3954,1
REC-328A4FCAA630851B,TRN-6BCB887782689AB1,U,pooled_joint_rl,rest_3954,1
REC-329B1E026F45FB3E,TRN-2A3006EE75435E66,B,pooled_joint_rl,initial_rl,1
REC-32A13ED77517AB0A,TRN-54F0BDDC4804E4AC,U,pooled_joint_rl,rest_3954,1
REC-32A2A459D54E4A1E,TRN-69FBD168EA0B5284,U,pooled_joint_rl,rest_3954,1
REC-32A49C4384C22688,TRN-2606FD9F7208E65F,B,pooled_joint_rl,initial_rl,1
REC-32AE7B8277D3B7B2,TRN-A960F11794E52B3B,C,pooled_joint_rl,initial_rl,1
REC-32B76D450AAE0C25,TRN-097271085FCE714C,U,pooled_joint_rl,rest_3954,1
REC-32BFD738C359BEA1,TRN-45368AF860CEF46E,U,pooled_joint_rl,rest_3954,1
REC-32C1D68F16F85F4C,TRN-D734EA5E8F029F29,U,pooled_joint_rl,rest_3954,1
REC-32C47D93CAF2326E,TRN-AA1AE10788F846B1,A,pooled_joint_rl,initial_rl,1
REC-32CC0C43EAF47A00,TRN-85114F9E350ECD77,U,pooled_joint_rl,rest_3954,1
REC-32D33B2A266AB78A,TRN-123D7F27F302B653,B,pooled_joint_rl,initial_rl,1
REC-32D8AE8BBDB645F3,TRN-D7D6C4DC302CB3CB,C,pooled_joint_rl,initial_rl,1
REC-32D9B12F5434CF6A,TRN-C23DFE3584E1D582,U,pooled_joint_rl,rest_3954,1
REC-32E2647378091267,TRN-A7294F17AD1465F8,C,pooled_joint_rl,initial_rl,1
REC-32E2776E89D21DED,TRN-22BCE7090101F21E,U,pooled_joint_rl,rest_3954,1
REC-32E9DFA43FB4B65B,TRN-A9C96E4FB5F91CBF,U,pooled_joint_rl,rest_3954,1
REC-330F217DC25E2F99,TRN-C1A4AD900FAE2E25,A,pooled_joint_rl,initial_rl,1
REC-331A48E6D98B7861,TRN-6E936E958CE308DB,C,pooled_joint_rl,initial_rl,1
REC-3341006B00E9FBCF,TRN-17D021204CCE3AC4,U,pooled_joint_rl,rest_3954,1
REC-3342C1EB15C42662,TRN-B84D6557B841350D,U,pooled_joint_rl,rest_3954,1
REC-334D8A2527008A12,TRN-28F7AC26A08F7038,U,pooled_joint_rl,rest_3954,1
REC-335809005082D13A,TRN-D5E9CC01E215123D,U,pooled_joint_rl,rest_3954,1
REC-335BA8D87A294028,TRN-A2103BD3A5AC6070,U,pooled_joint_rl,rest_3954,1
REC-335D73EE7BD21D88,TRN-9C40F1D2B8F0ECF4,C,pooled_joint_rl,initial_rl,1
REC-3364B2BEDB176362,TRN-8356123CE9124356,U,pooled_joint_rl,rest_3954,1
REC-3369400F2D978E1F,TRN-F7090507B7F7F582,U,pooled_joint_rl,rest_3954,1
REC-336F96C3841A3042,TRN-80DDE64630AA983C,U,pooled_joint_rl,rest_3954,1
REC-3375191E7D4DE39C,TRN-60381DE91E2F0192,C,pooled_joint_rl,initial_rl,1
REC-33775029C10982DB,TRN-018A3BDA9E6A8D8E,U,pooled_joint_rl,rest_3954,1
REC-33855D53E3980B65,TRN-3E5C6EB2CC825D66,A,pooled_joint_rl,initial_rl,1
REC-339A627E4EB8B50E,TRN-A36F4C672610FE43,U,pooled_joint_rl,rest_3954,1
REC-33AE8A164B46CBAD,TRN-6C7C32325D6F605B,U,pooled_joint_rl,rest_3954,1
REC-33B40FE8F1267FFA,TRN-A66B655EF62A1B21,C,pooled_joint_rl,initial_rl,1
REC-33B4B4F031B37B62,TRN-68FB23F65146038E,U,pooled_joint_rl,rest_3954,1
REC-33B78479D29F0959,TRN-2A95EA48772B91BD,C,pooled_joint_rl,initial_rl,1
REC-33BAB7D04D5FFF0E,TRN-B8CD12A6B4846B28,U,pooled_joint_rl,rest_3954,1
REC-33BF90DA1ACBC65A,TRN-2B57E0A76195E902,U,pooled_joint_rl,rest_3954,1
REC-33C590A8874B5377,TRN-213BFE071A5D40A1,U,pooled_joint_rl,rest_3954,1
REC-33C650D1D7D5D27B,TRN-A641203333AA70DE,U,pooled_joint_rl,rest_3954,1
REC-33C7E836A3B77A05,TRN-32BE98259EE5CE6B,U,pooled_joint_rl,rest_3954,1
REC-33E88FFE07D419E5,TRN-D41CC9B2746C0256,A,pooled_joint_rl,initial_rl,1
REC-33F988D94FFBC5AA,TRN-724957405868C8A5,C,pooled_joint_rl,initial_rl,1
REC-33FFCF7F0D59AA01,TRN-1F3C40A19D2D118A,U,pooled_joint_rl,rest_3954,1
REC-342E6A81C1E09857,TRN-194AEA1397616036,U,pooled_joint_rl,rest_3954,1
REC-3431B54AACB87BC5,TRN-186A3403B9B7FF9E,U,pooled_joint_rl,rest_3954,1
REC-343A4309F428AE33,TRN-13FE9567D21E2233,U,pooled_joint_rl,rest_3954,1
REC-34551F186CAB70B5,TRN-717E867AEE862E54,C,pooled_joint_rl,initial_rl,1
REC-346FF0A30CF394C8,TRN-3A51C5771FC8E639,U,pooled_joint_rl,rest_3954,1
REC-34828871B34A2756,TRN-91ACCC89BF65F768,C,pooled_joint_rl,initial_rl,1
REC-3487537327650131,TRN-5FC807C8445E8325,U,pooled_joint_rl,rest_3954,1
REC-348CC1AFF7BAFD07,TRN-3107AE3ED5109B77,U,pooled_joint_rl,rest_3954,1
REC-348FD094E94F344B,TRN-75D6609761D0E8CE,A,pooled_joint_rl,initial_rl,1
REC-3492F8FBE94C3B9F,TRN-8A41FCA2BEA1CB48,U,pooled_joint_rl,rest_3954,1
REC-34AB85A562475C0B,TRN-A86642B789629A24,C,pooled_joint_rl,initial_rl,1
REC-34ABB64E5DE0D5F8,TRN-127950A40C507A59,U,pooled_joint_rl,rest_3954,1
REC-34B77E663285B645,TRN-7577D4272F6A2A6D,U,pooled_joint_rl,rest_3954,1
REC-34BBC992BEC14520,TRN-EE5E19CFB9DB96D1,A,pooled_joint_rl,initial_rl,1
REC-34CC1F14E300CE1D,TRN-54CCE6CC3DD6A43C,U,pooled_joint_rl,rest_3954,1
REC-34D567163B60B5AA,TRN-47CBE510E46518DD,C,pooled_joint_rl,initial_rl,1
REC-34D825F012B4C0EB,TRN-D42470CB9BF8079C,U,pooled_joint_rl,rest_3954,1
REC-34E1C543F9B9B19C,TRN-E123055F8F26D4A7,A,pooled_joint_rl,initial_rl,1
REC-34F18D90BD44FB9C,TRN-180A1F45858A0A4C,U,pooled_joint_rl,rest_3954,1
REC-34F287DC880B8AF9,TRN-997D5D3418730379,U,pooled_joint_rl,rest_3954,1
REC-35188DC74A44580D,TRN-D149E61F9DD50AF9,U,pooled_joint_rl,rest_3954,1
REC-351B76FCD274EBE9,TRN-CB04A27A0E6A4A54,B,pooled_joint_rl,initial_rl,1
REC-352C18AB81B46D3D,TRN-AADEC230FE44BD0B,U,pooled_joint_rl,rest_3954,1
REC-352DB3E2CF074024,TRN-784312AA9AAD1D9B,U,pooled_joint_rl,rest_3954,1
REC-352EF1C3CCBF69A3,TRN-F534B1EAA1B89A6E,U,pooled_joint_rl,rest_3954,1
REC-3532605F18136D9A,TRN-F8914BD08DAAD6FA,U,pooled_joint_rl,rest_3954,1
REC-35419AE1BD55EEA1,TRN-C836F62379160188,U,pooled_joint_rl,rest_3954,1
REC-3543277D3A5214B7,TRN-326F2B21F9B3EEB9,U,pooled_joint_rl,rest_3954,1
REC-35519D070AB19ADD,TRN-8E623134B6CB333E,U,pooled_joint_rl,rest_3954,1
REC-35588CD7B5346172,TRN-D5C92E1BBC76E41B,C,pooled_joint_rl,initial_rl,1
REC-355AF938B008611F,TRN-20501D2904ACC3CB,U,pooled_joint_rl,rest_3954,1
REC-355B3D41ADA20BBA,TRN-693890DA7FECEF20,U,pooled_joint_rl,rest_3954,1
REC-356DB958AE2CAAB4,TRN-765349268C65A82A,U,pooled_joint_rl,rest_3954,1
REC-35751A7859C16858,TRN-5B2236D984AF12EC,U,pooled_joint_rl,rest_3954,1
REC-3586BD04571863E5,TRN-1EBB70275777C11E,C,pooled_joint_rl,initial_rl,1
REC-3586C6C525146BFC,TRN-81152264A60ADB87,U,pooled_joint_rl,rest_3954,1
REC-3598FD041D740B5F,TRN-179F75834F84252B,U,pooled_joint_rl,rest_3954,1
REC-35A33D0E94747CF3,TRN-4AF2296C3A422168,U,pooled_joint_rl,rest_3954,1
REC-35A670A35BBE0067,TRN-53C59D76C9A8FD0D,C,pooled_joint_rl,initial_rl,1
REC-35AA1B6E9D5D5C63,TRN-D937396EC1676C8C,U,pooled_joint_rl,rest_3954,1
REC-35AFAAE25E1EBD13,TRN-66BF0F156C7A6551,U,pooled_joint_rl,rest_3954,1
REC-35B4C6B97BE145FB,TRN-AAB083A94B49B18D,C,pooled_joint_rl,initial_rl,1
REC-35C187F454C960E5,TRN-3E2EECCE1304ADC5,U,pooled_joint_rl,rest_3954,1
REC-35C6044B23E89B22,TRN-D1C06EABFBB7ACDC,C,pooled_joint_rl,initial_rl,1
REC-35D165804D1F34F6,TRN-791E0C026491B018,U,pooled_joint_rl,rest_3954,1
REC-35D456B7B95D0194,TRN-1D91096067C860D6,U,pooled_joint_rl,rest_3954,1
REC-35DD39B3B11C8C13,TRN-25D6081797DA18CB,C,pooled_joint_rl,initial_rl,1
REC-3603AFC6F4B1F5C3,TRN-DFFE3FD6C6ABEF94,C,pooled_joint_rl,initial_rl,1
REC-36186FC61CAE3809,TRN-69E5883EFC6FFE3E,U,pooled_joint_rl,rest_3954,1
REC-361E716458E92863,TRN-3CAF7D063108FF34,U,pooled_joint_rl,rest_3954,1
REC-3627804FD0EED554,TRN-DB3C5B75F22EDDFD,U,pooled_joint_rl,rest_3954,1
REC-362C970E701F27BF,TRN-04C24F281B3EF142,U,pooled_joint_rl,rest_3954,1
REC-362E3E4440E4BED9,TRN-B1B9D2A4A9A63393,U,pooled_joint_rl,rest_3954,1
REC-3631F0F7BDFDEDC2,TRN-5983DF28B59D0001,U,pooled_joint_rl,rest_3954,1
REC-363F8FF39DCB90BB,TRN-7C8F11E4D539076D,C,pooled_joint_rl,initial_rl,1
REC-3649A65A98AF8EE9,TRN-A6E8CC36049FE63B,C,pooled_joint_rl,initial_rl,1
REC-364DA4DDBEF0CC57,TRN-96A17591F49C9EA1,C,pooled_joint_rl,initial_rl,1
REC-36510FFDE678EC00,TRN-30707266BC352215,U,pooled_joint_rl,rest_3954,1
REC-36715B360906DA8F,TRN-4F3C63C5E9F63E9B,U,pooled_joint_rl,rest_3954,1
REC-368FDBDD79F688C2,TRN-05F41A152137175D,C,pooled_joint_rl,initial_rl,1
REC-369E56A161ACCD8F,TRN-F926956699868B79,A,pooled_joint_rl,initial_rl,1
REC-36AE3F3C085242A0,TRN-1B0C9F2746F7C83D,U,pooled_joint_rl,rest_3954,1
REC-36BF0E6D4538CDA3,TRN-9040B52FFA495EC0,C,pooled_joint_rl,initial_rl,1
REC-36C0B916CDC5C15A,TRN-07DFACE9F4A86403,U,pooled_joint_rl,rest_3954,1
REC-36C6F2741DD1E507,TRN-1EB186608D91AA40,U,pooled_joint_rl,rest_3954,1
REC-36CA6BFEAB751C8C,TRN-FB275022E0CC75E2,A,pooled_joint_rl,initial_rl,1
REC-36DD401D596D40AF,TRN-58600270F31AE8AA,B,pooled_joint_rl,initial_rl,1
REC-36E327FF017DD773,TRN-A148746A25C404B3,A,pooled_joint_rl,initial_rl,1
REC-36F1B2ECFABD7BA6,TRN-ACFFB75A0D1A7515,U,pooled_joint_rl,rest_3954,1
REC-36FBF68922920BE5,TRN-F43DDDDD611952A9,U,pooled_joint_rl,rest_3954,1
REC-36FFBED5C01B8A04,TRN-90B6F4DAE35A1246,C,pooled_joint_rl,initial_rl,1
REC-37146B883C403E3C,TRN-4847F0A7FDEDD1A2,U,pooled_joint_rl,rest_3954,1
REC-371799BB4776F0FB,TRN-B72F0BA1CA4335C5,A,pooled_joint_rl,initial_rl,1
REC-371A19B36DC4A038,TRN-556928E5F4145F3A,U,pooled_joint_rl,rest_3954,1
REC-372C629F0E8E4088,TRN-189DF6EB5FEDBA7F,C,pooled_joint_rl,initial_rl,1
REC-373D2BEE193FC246,TRN-B20798B1FE341C19,U,pooled_joint_rl,rest_3954,1
REC-3740AC78A556F8C1,TRN-3C63B9524C79122E,A,pooled_joint_rl,initial_rl,1
REC-3752846D80799FE5,TRN-69F995E89983E9DC,U,pooled_joint_rl,rest_3954,1
REC-3757FA1202F1D8F9,TRN-1E17A6D29F32962B,U,pooled_joint_rl,rest_3954,1
REC-375EC4642501778A,TRN-B27E5CF93015AE1C,U,pooled_joint_rl,rest_3954,1
REC-376DB2452F15AAB4,TRN-FFB7D0646AE47B20,U,pooled_joint_rl,rest_3954,1
REC-3770D8D02F1AC66C,TRN-9C5F1A83876B8696,U,pooled_joint_rl,rest_3954,1
REC-37896456EEA9AB04,TRN-A27E3417BDAB2F28,U,pooled_joint_rl,rest_3954,1
REC-378A4F66AF05DD02,TRN-537354BF8029EE6A,B,pooled_joint_rl,initial_rl,1
REC-378F737A46C6768C,TRN-CF2BD312992BCEF9,U,pooled_joint_rl,rest_3954,1
REC-379686E6FA8F2C8B,TRN-7A09A4E02E9304B7,C,pooled_joint_rl,initial_rl,1
REC-37A129A25DD2BD5B,TRN-BFE204B1151CA750,A,pooled_joint_rl,initial_rl,1
REC-37A2AAA4350EA8E6,TRN-299C29F99BA0C912,U,pooled_joint_rl,rest_3954,1
REC-37AFBDDA7005EFC9,TRN-9E323859E89C45D0,U,pooled_joint_rl,rest_3954,1
REC-37BB2A7C167F6A7D,TRN-7A09BB0528E03899,C,pooled_joint_rl,initial_rl,1
REC-37CCEEA1F697664B,TRN-502759E3EAA493D7,U,pooled_joint_rl,rest_3954,1
REC-37D1E55B3CD048B2,TRN-4773EEC432B4687C,B,pooled_joint_rl,initial_rl,1
REC-37DE553EF8563420,TRN-B8B2C52775B171D7,C,pooled_joint_rl,initial_rl,1
REC-37E46203F5F85CBE,TRN-B4B3330CAC1DE4BD,U,pooled_joint_rl,rest_3954,1
REC-37E673E545FD7C63,TRN-58DD2A1232064898,U,pooled_joint_rl,rest_3954,1
REC-37EBE030F4315226,TRN-F66C97C65530B806,B,pooled_joint_rl,initial_rl,1
REC-37EF5F94E61679E4,TRN-7B5E514C5A245DDE,U,pooled_joint_rl,rest_3954,1
REC-37F9B33736A65B22,TRN-AB97BC47B930970D,U,pooled_joint_rl,rest_3954,1
REC-380029EDFFECC38D,TRN-7587EC6ED711C6B5,A,pooled_joint_rl,initial_rl,1
REC-3801605774D944FE,TRN-F2261BBD45CF5E9B,U,pooled_joint_rl,rest_3954,1
REC-380509D01BF45C03,TRN-8DCCF1D70EC77F3D,C,pooled_joint_rl,initial_rl,1
REC-381CB4BB1256911F,TRN-9CF8F2D86A4FEA0F,U,pooled_joint_rl,rest_3954,1
REC-3821B30C8032A3F3,TRN-D47ED735B6A2C350,C,pooled_joint_rl,initial_rl,1
REC-3832BA0A72F2B83F,TRN-73B243695566CB0F,U,pooled_joint_rl,rest_3954,1
REC-38359D43F196EC0A,TRN-277B41495AA770A8,U,pooled_joint_rl,rest_3954,1
REC-3848FA5BFFB7571A,TRN-9C776C9A67D69E8A,U,pooled_joint_rl,rest_3954,1
REC-385366D2F90AEB8B,TRN-C21F6DAA8A86C0B2,C,pooled_joint_rl,initial_rl,1
REC-3853891B79D8A3C0,TRN-D97EA8D2B7893B59,U,pooled_joint_rl,rest_3954,1
REC-385520A58388A50D,TRN-5ADC9BBEF0EDA71F,B,pooled_joint_rl,initial_rl,1
REC-3858E63E2A097FB7,TRN-66B48A2DF2301702,U,pooled_joint_rl,rest_3954,1
REC-385AFE4C09666327,TRN-95F40F68A9882F10,B,pooled_joint_rl,initial_rl,1
REC-386126DF1D38252D,TRN-D5A881D693476A21,U,pooled_joint_rl,rest_3954,1
REC-38647F6DA1FABF80,TRN-B8F1558F49A011C7,C,pooled_joint_rl,initial_rl,1
REC-3879E97A0AF919E2,TRN-51AD740491DF2B0C,C,pooled_joint_rl,initial_rl,1
REC-38865DFF2F7A9809,TRN-CFEA94A4925EBF73,U,pooled_joint_rl,rest_3954,1
REC-388791561587634B,TRN-7B8F6C96B60976A4,U,pooled_joint_rl,rest_3954,1
REC-388FA2FD9CCB41F5,TRN-EA599BE35B0E17F0,C,pooled_joint_rl,initial_rl,1
REC-3896404D422E1389,TRN-B072657AA02AC148,U,pooled_joint_rl,rest_3954,1
REC-389C081027EA6230,TRN-D84C72D83BBABB94,C,pooled_joint_rl,initial_rl,1
REC-38A1560A44099FB5,TRN-6BA3A72D31BEB8F1,U,pooled_joint_rl,rest_3954,1
REC-38A3CD76E1AEA5C4,TRN-40A597F8283D1296,U,pooled_joint_rl,rest_3954,1
REC-38A441CA3AB0BD7A,TRN-93BE998C2FF7FE1A,C,pooled_joint_rl,initial_rl,1
REC-38C50DB347B53DE6,TRN-71CF53C8D53057D9,U,pooled_joint_rl,rest_3954,1
REC-38DBB5554F6D5110,TRN-2257D1FD71B0AF37,C,pooled_joint_rl,initial_rl,1
REC-38F6765525734701,TRN-06223677706F6605,C,pooled_joint_rl,initial_rl,1
REC-38FC2D4CB020EFEE,TRN-7AF61310E60736E3,A,pooled_joint_rl,initial_rl,1
REC-39052CF9328446B5,TRN-3A9B317EC3055058,U,pooled_joint_rl,rest_3954,1
REC-390BC85C4A86E355,TRN-E1F4DF5D31AE85E2,U,pooled_joint_rl,rest_3954,1
REC-3918B2D8835FD4D6,TRN-D012780A501D7DA0,U,pooled_joint_rl,rest_3954,1
REC-391964CB1C2042AD,TRN-A1793F95EEC9BC58,U,pooled_joint_rl,rest_3954,1
REC-392B06F8907CAD54,TRN-7E579D4BBFA8E3AE,U,pooled_joint_rl,rest_3954,1
REC-392EB513BAD3E91E,TRN-3040E835519EF169,U,pooled_joint_rl,rest_3954,1
REC-393D650DD8FB7517,TRN-90B776A133B47ED5,C,pooled_joint_rl,initial_rl,1
REC-393E56BD2792A779,TRN-325C4377EEF68A21,A,pooled_joint_rl,initial_rl,1
REC-394065DC1D468964,TRN-8A57F2FF5744A39A,C,pooled_joint_rl,initial_rl,1
REC-395FD330FBAECF05,TRN-EDB1C9FC321FF00D,U,pooled_joint_rl,rest_3954,1
REC-396389501BD9CFE9,TRN-BBE6D45813F826AF,U,pooled_joint_rl,rest_3954,1
REC-396D3F48923EBC72,TRN-7C8D032914508559,B,pooled_joint_rl,initial_rl,1
REC-3970641EC19D8A11,TRN-BEB280BFC80064E8,U,pooled_joint_rl,rest_3954,1
REC-397705B728ABE7EF,TRN-9B336C22711040ED,B,pooled_joint_rl,initial_rl,1
REC-39790331571B01F3,TRN-2F0D77EB3C16DD29,U,pooled_joint_rl,rest_3954,1
REC-397B71AEAB0A19CB,TRN-A4161F7377961D64,U,pooled_joint_rl,rest_3954,1
REC-397FE80D38288551,TRN-59BBA8FF646636BD,A,pooled_joint_rl,initial_rl,1
REC-3984E58280F0A097,TRN-9FF0B59B967A7532,C,pooled_joint_rl,initial_rl,1
REC-3989742BD4AF296C,TRN-E979ACC89206B6DA,C,pooled_joint_rl,initial_rl,1
REC-398AA4E0E7F3290F,TRN-7B05E0ADFC949DB2,U,pooled_joint_rl,rest_3954,1
REC-398CD21CB921E169,TRN-53C2C1EA5BCC50B2,U,pooled_joint_rl,rest_3954,1
REC-398E9E73AE5CB464,TRN-C5E96001A5C0C26B,C,pooled_joint_rl,initial_rl,1
REC-3991484FB18CDAB8,TRN-727113C3AE6E1A4C,C,pooled_joint_rl,initial_rl,1
REC-3991E9CF098E49BF,TRN-9176A22DA7342B81,C,pooled_joint_rl,initial_rl,1
REC-39AB56D390D314B0,TRN-63BB419F58B2BE4C,C,pooled_joint_rl,initial_rl,1
REC-39B56F472AC1E9A0,TRN-CED317885EE44546,A,pooled_joint_rl,initial_rl,1
REC-39B75D48950E5795,TRN-1841FCB77C14042D,C,pooled_joint_rl,initial_rl,1
REC-39BD17533BB95786,TRN-17A4F9268BF0F261,B,pooled_joint_rl,initial_rl,1
REC-39CB59BB66A1254E,TRN-8F56FA09EA58406F,U,pooled_joint_rl,rest_3954,1
REC-39CC587C444B397F,TRN-840533AF1CEB16E4,C,pooled_joint_rl,initial_rl,1
REC-39D6DF08B63EF960,TRN-8DEDA2C05514157E,U,pooled_joint_rl,rest_3954,1
REC-39D70B1071E47A05,TRN-18A86968C0CD7640,U,pooled_joint_rl,rest_3954,1
REC-39DFE08C32C0E64A,TRN-71A575DBBC1D117F,U,pooled_joint_rl,rest_3954,1
REC-39FBE7F4E008336A,TRN-65E614AB89AEA481,C,pooled_joint_rl,initial_rl,1
REC-39FC3065D406D325,TRN-C6ABA91C90398BF8,U,pooled_joint_rl,rest_3954,1
REC-3A05C5015F0779EF,TRN-043D6AAE0345E974,B,pooled_joint_rl,initial_rl,1
REC-3A0F776E08D722C9,TRN-2E3DD4D945D3ABD4,C,pooled_joint_rl,initial_rl,1
REC-3A1821C7CCE1DD72,TRN-F7CDBC3D93D7BBEF,U,pooled_joint_rl,rest_3954,1
REC-3A1C5DD43A910D9C,TRN-6E17E4A24F2FA62D,C,pooled_joint_rl,initial_rl,1
REC-3A1DED370AD35197,TRN-FEE90A5EF04E9BD6,U,pooled_joint_rl,rest_3954,1
REC-3A2D1DC1B04A8728,TRN-24AAB8E32915E168,C,pooled_joint_rl,initial_rl,1
REC-3A2F1C429F770464,TRN-80024547E1D475DB,U,pooled_joint_rl,rest_3954,1
REC-3A406498C5CDD2B3,TRN-1335CE805CBBE503,U,pooled_joint_rl,rest_3954,1
REC-3A41CF5604443AE6,TRN-02A7AED0EFF161C3,U,pooled_joint_rl,rest_3954,1
REC-3A4862F3781AC3D2,TRN-E434B7AA14909610,C,pooled_joint_rl,initial_rl,1
REC-3A5842B88540C65C,TRN-D877864CA389866B,U,pooled_joint_rl,rest_3954,1
REC-3A5F6BDA24AA7AD6,TRN-02B4F104D975A6CC,C,pooled_joint_rl,initial_rl,1
REC-3A674BD0157D97E8,TRN-6C1CAA7A3FBC2F6A,U,pooled_joint_rl,rest_3954,1
REC-3A7B83DE8CA28680,TRN-3B66263EF4935826,U,pooled_joint_rl,rest_3954,1
REC-3A7C6D78E6978065,TRN-A8C0DFD0878441B4,B,pooled_joint_rl,initial_rl,1
REC-3A85A60F881A0820,TRN-8EB7FC43FCBFD29E,C,pooled_joint_rl,initial_rl,1
REC-3A85E3DA3CC7959A,TRN-B01048C660F1FA01,U,pooled_joint_rl,rest_3954,1
REC-3A86EA86CD464061,TRN-BED3B5DE9A3633CF,U,pooled_joint_rl,rest_3954,1
REC-3A936847341E1283,TRN-A3A33E82249751E5,U,pooled_joint_rl,rest_3954,1
REC-3A9CB4C51C705698,TRN-846964C461257FC4,U,pooled_joint_rl,rest_3954,1
REC-3A9D8E44F19108BF,TRN-9AE4EAB8602DDF65,C,pooled_joint_rl,initial_rl,1
REC-3AA68E941A1D81D7,TRN-2B00EC084FC763B0,U,pooled_joint_rl,rest_3954,1
REC-3AADBE48FF4B731E,TRN-265731114D0E6BDF,C,pooled_joint_rl,initial_rl,1
REC-3ABB3270D65BC5D9,TRN-506867E14EB5BD58,C,pooled_joint_rl,initial_rl,1
REC-3ABDAE8C4F073655,TRN-206418D872C382AF,U,pooled_joint_rl,rest_3954,1
REC-3AC4E1CC60AE21CA,TRN-BA24589B8ED38EAC,U,pooled_joint_rl,rest_3954,1
REC-3ACEB29142A95BB0,TRN-D4B96F221D5B396F,U,pooled_joint_rl,rest_3954,1
REC-3ACED92BF1AFC744,TRN-4D60D7018F1648A5,U,pooled_joint_rl,rest_3954,1
REC-3ADA240A444CED95,TRN-9E8F4A5CA2CFCC8D,U,pooled_joint_rl,rest_3954,1
REC-3ADA802445FFF58D,TRN-750E4987CAB21D47,U,pooled_joint_rl,rest_3954,1
REC-3AE273751D365DFB,TRN-F79BDE6F00D91DED,C,pooled_joint_rl,initial_rl,1
REC-3AE3DC91E11311B1,TRN-F7A1E35E5729AEBC,U,pooled_joint_rl,rest_3954,1
REC-3AEE3DF16D525531,TRN-FE4FDABB89698E9F,C,pooled_joint_rl,initial_rl,1
REC-3AFF7DDFCD33D8AE,TRN-9A63E75B1B770C9B,U,pooled_joint_rl,rest_3954,1
REC-3B17547B8650B4E9,TRN-CBA59F94322F9FB0,U,pooled_joint_rl,rest_3954,1
REC-3B2DA181A7DB75D9,TRN-0389F87A2C702574,U,pooled_joint_rl,rest_3954,1
REC-3B2FF9A8D32F6A15,TRN-194AB44C78088F0F,U,pooled_joint_rl,rest_3954,1
REC-3B3938DFDCCBF249,TRN-A04C08AC4A882C68,A,pooled_joint_rl,initial_rl,1
REC-3B3A94C74D61343F,TRN-04D90E3BE66E3B09,U,pooled_joint_rl,rest_3954,1
REC-3B3CF9299924F597,TRN-FCA27DDE9341B01A,U,pooled_joint_rl,rest_3954,1
REC-3B4301A64EA9D5E8,TRN-07851DE09074DAE5,A,pooled_joint_rl,initial_rl,1
REC-3B466FBD762F7B54,TRN-4B6ED0BEAEFAE8A9,U,pooled_joint_rl,rest_3954,1
REC-3B4844D3F3487B75,TRN-783DD4376C817975,U,pooled_joint_rl,rest_3954,1
REC-3B4BEFCE83D84217,TRN-5D45964D486AF915,U,pooled_joint_rl,rest_3954,1
REC-3B4FBBAB75B772FF,TRN-0E34D137BB8E2386,C,pooled_joint_rl,initial_rl,1
REC-3B50D22F5C3E6DA2,TRN-20BE063BFFE745A9,U,pooled_joint_rl,rest_3954,1
REC-3B5ED49CD3EEA236,TRN-56C39F49BD65C74B,U,pooled_joint_rl,rest_3954,1
REC-3B66DF1D61EA4FC5,TRN-2349D33333029C7B,U,pooled_joint_rl,rest_3954,1
REC-3B72968CF12AD2F2,TRN-5B4574E42BE940D1,U,pooled_joint_rl,rest_3954,1
REC-3B91F5ACF76B5941,TRN-12484CDB0C018840,U,pooled_joint_rl,rest_3954,1
REC-3BA540E21128D565,TRN-A4D64542609C5BE5,U,pooled_joint_rl,rest_3954,1
REC-3BA5A9CF6B4F0703,TRN-F48E69BE5F9E2ED2,U,pooled_joint_rl,rest_3954,1
REC-3BAB5173CEA20C6E,TRN-0BB012A2579CB880,B,pooled_joint_rl,initial_rl,1
REC-3BAFEB0969105AF5,TRN-7DE762BA1BE28E58,U,pooled_joint_rl,rest_3954,1
REC-3BB1D8C17472CC6B,TRN-7C8322763E66DD6E,U,pooled_joint_rl,rest_3954,1
REC-3BB50C4C09EF951F,TRN-B5EB49CC4DFE01B7,C,pooled_joint_rl,initial_rl,1
